Unit,Module,Question,Explanation
_u5_inference,_m2_inference_for_relationships,What are the hypotheses that are being tested here? Be sure that you define clearly the parameters that you are using.,NoneThe hypotheses that being tested here are:Ho: μ1 = μ2 = μHa: not all the μ's are equalWhere:μ1 = mean CFF of people that have brown eyes.μ2 = mean CFF of people that have green eyes.μ3 = mean CFF of people that have blue eyes.
_u5_inference,_m2_inference_for_relationships,Are the conditions that allow us to safely use the ANOVA F-test met?,"RClickhere to see the graph.Here are the standard deviations:Let's check the conditions:(i) We are told that the sample was chosen at random, so the three eye-color samples are independent.(ii) The sample sizes are quite low, but the boxplots do not display any extreme violation of the normality assumption in the form of extreme skewness or outliers.(iii) We can assume that the equal population standard deviation condition is met, since the rule of thumb is satisfied (1.843 / 1.365 is less than 2)In summary, we can safely proceed with the ANOVA F-test.StatCrunchThe following is the discriptive statistics and graph:Let's check the conditions:(i) We are told that the sample was chosen at random, so the three eye-color samples are independent.(ii) The sample sizes are quite low, but the boxplots do not display any extreme violation of the normality assumption in the form of extreme skewness or outliers.(iii) We can assume that the equal population standard deviation condition is met, since the rule of thumb is satisfied (1.843 / 1.365 is less than 2)In summary, we can safely proceed with the ANOVA F-test.MinitabClickhere to see the graph. The following are the descriptive statistics:Let's check the conditions:(i) We are told that the sample was chosen at random, so the three eye-color samples are independent.(ii) The sample sizes are quite low, but the boxplots do not display any extreme violation of the normality assumption in the form of extreme skewness or outliers.(iii) We can assume that the equal population standard deviation condition is met, since the rule of thumb is satisfied (1.843 / 1.365 is less than 2).In summary, we can safely proceed with the ANOVA F-test.Excel 2007Clickhere to see the descriptive statistics and the graph. Note that these might look a little different than the ones you generated depending on the version of Excel you are using, but the values should be the same.Let's check the conditions:(i) We are told that the sample was chosen at random, so the three eye-color samples are independent.(ii) The sample sizes are quite low, but the boxplots do not display any extreme violation of the normality assumption in the form of extreme skewness or outliers.(iii) We can assume that the equal population standard deviation condition is met, since the rule of thumb is satisfied (1.843 / 1.365 is less than 2).In summary, we can safely proceed with the ANOVA F-test.TI CalculatorClickhere to see the graph. The following are the descriptive statistics:Let's check the conditions:(i) We are told that the sample was chosen at random, so the three eye-color samples are independent.(ii) The sample sizes are quite low, but the boxplots do not display any extreme violation of the normality assumption in the form of extreme skewness or outliers.(iii) We can assume that the equal population standard deviation condition is met since the rule of thumb is satisfied (1.843 / 1.365 is less than 2).In summary, we can safely proceed with the ANOVA F-test."
_u5_inference,_m2_inference_for_relationships,"Based on the graph that you produced for answering the previous question, summarize what the data suggest about how CFF is related to eye color. Do you think that the data provide enough evidence against the null hypothesis? (There is no right or wrong answer here, just your feelings from looking at the data.)","The data suggest that the CFF of the people with brown eyes is the lowest (on average), followed by green-eyed people, and people with blue eyes have the highest CFF (on average). It seems like that there is a reasonable amount of evidence in the data against H o. The three boxplots do not overlap much, and it really doesn't seem very likely that the three populations from which these three samples were chosen all share the same mean."
_u5_inference,_m2_inference_for_relationships,Carry out the ANOVA F-test and state the test statistic and p-value. Interpret the p-value and draw your conclusion in context.,"RHere is the R output:The test statistic F is 4.8 (which is quite large), and the p-value is .023, indicating that it is unlikely (probability of .023) to get data like those observed assuming that CFF is not related to eye color (as the null hypothesis claims).Since the p-value is small (in particular, smaller than .05), we have enough evidence in the data to reject Ho and conclude that the mean CFFs in the three eye-color populations are not all the same. In other words, we can conclude that CFF is related to eye color.StatCrunchHere is the StatCrunch output:The test statistic F is 4.8 (which is quite large), and the p-value is .023, indicating that it is unlikely (probability of .023) to get data like those observed assuming that CFF is not related to eye color (as the null hypothesis claims).Since the p-value is small (in particular, smaller than .05), we have enough evidence in the data to reject Ho and conclude that the mean CFFs in the three eye-color populations are not all the same. In other words, we can conclude that CFF is related to eye color.MinitabHere is the Minitab output:The test statistic is 4.8 (which is quite large), and the p-value is .023, indicating that it is unlikely (probability of .023) to get data like those observed assuming that CFF is not related to eye color (as the null hypothesis claims).Since the p-value is small (in particular, smaller than .05), we have enough evidence in the data to reject Ho and conclude that the mean CFFs in the three eye-color populations are not all the same. In other words, we can conclude that CFF is related to eye color.Excel 2007Here is the Excel output:The test statistic is 4.8 (which is quite large), and the p-value is .023, indicating that it is unlikely (probability of .023) to get data like those observed assuming that CFF is not related to eye color (as the null hypothesis claims).Since the p-value is small (in particular, smaller than .05), we have enough evidence in the data to reject Ho and conclude that the mean CFFs in the three eye-color populations are not all the same. In other words, we can conclude that CFF is related to eye color.TI CalculatorHere is the output:The test statistic is 4.8 (which is quite large), and the p-value is .023, indicating that it is unlikely (probability of .023) to get data like those observed assuming that CFF is not related to eye color (as the null hypothesis claims).Since the p-value is small (in particular, smaller than .05), we have enough evidence in the data to reject Ho and conclude that the mean CFFs in the three eye-color populations are not all the same. In other words, we can conclude that CFF is related to eye color."
_u5_inference,_m2_inference_for_relationships,What do the confidence intervals suggest about why Ho was rejected?,"The confidence intervals provide the set of plausible values for each of the three CFF means. The confidence intervals suggest that the mean CFF of people with brown eyes is smaller than that of people with blue eyes (there is no overlap between the two confidence intervals), and that the mean CFF of people with green eyes does not differ much from the mean CFF of both blue- and brown-eyed people. Remember, however, that these are just informal observations based on our data."
_u5_inference,_m2_inference_for_relationships,State the appropriate hypotheses that are being tested here. Be sure to define the parameter that you are using.,"Let μd be the mean of the yield difference ""regular - kiln-dried"" in a plot. Since we want to test the hypothesis that kiln-dried seed yields more corn than regular seed, the appropriate hypotheses are:H0: μd = 0Ha: μd < 0"
_u5_inference,_m2_inference_for_relationships,Are the conditions that allow me to safely use the paired t-test satisfied? Support your answer by using appropriate visual displays.,"NoneLet's check the conditions:(i) Even though the problem does not state it specifically, we can assume that Gosset ""knew what he was doing"" and the plots were chosen at random.(ii) The sample size is quite small (n = 11), so we need to make sure that the data (differences) do not display any extreme departure from the normality assumption. Typically we look at a histogram.Comment: some prefer to look at a boxplot of the data, since outliers are clearly marked, and skewness is apparent by the location of the middle line inside the box (which represents the location of the median relative to the quartiles). We recommend looking at the histogram (as we did previously) or at both graphs.Clickhere to see the histogram and boxplot of the data.Both graphs show us that the data does not display any departure from the normality assumption in the form of extreme skewness and/or outliers. (Note that 1) with such a small sample size of n = 11 we cannot really expect to see a normal shape in the histogram; so as long as we don't see anything that is extremely ""non-normal,"" we're fine. 2) The boxplot shows us that no observation was classified as an outlier, and that there is no extreme skewness, since the median—the line inside the box—is roughly in the middle of the box).In summary, we can safely proceed with the paired t-test."
_u5_inference,_m2_inference_for_relationships,"Based on the visual display that you produced for answering the previous question, does it seem like there is some evidence in the data in favor of the alternative hypothesis? Explain.","We notice that most of the differences (7 out of 11) are negative, indicating that in 7 of the 11 plots, the dry seeds produced more corn yield. This is evidence in favor of the alternative hypothesis, but the evidence is not overwhelming, so it is hard to say whether this is strong enough evidence to reject the null hypothesis in favor of the alternative."
_u5_inference,_m2_inference_for_relationships,"Carry out the paired t-test, state the test statistic and p-value, and state your conclusion in context.","RHere is the R output:The test statistic is -1.69 and the p-value is .061, indicating that there is a 6.1% chance of obtaining data like those observed (or even more extremely in favor of the alternative hypothesis) had there really been no difference between regular and kiln-dried seeds (as the null hypothesis claims). Even though the p-value is quite small, it is not small enough if we use a significance level (cut-off probability) of .05. This means that even though the data show some evidence against the null hypothesis, it isn't quite strong enough to reject it. We therefore conclude that the data do not provide enough evidence that kiln-dried seeds yield more corn than regular seeds.Comment: While it is true that at the .05 significance level, our p-value is not small enough to reject Ho, it is ""almost small enough."" In other words, this is sort of a ""borderline case"" where personal interpretation and/or judgment is in order. You can stick to the .05 cut-off as we did above in our conclusion, but you might decide that .061 is small enough for you, and that the evidence that the data provide is strong enough for you to believe that indeed kiln-dried seeds yield more corn. This is the beauty of statistics ... there is no ""black or white,"" and there is a lot of room for personal interpretation.StatCrunchHere is the StatCrunch output:The test statistic is -1.69 and the p-value is .061, indicating that there is a 6.1% chance of obtaining data like those observed (or even more extremely in favor of the alternative hypothesis) had there really been no difference between regular and kiln-dried seeds (as the null hypothesis claims). Even though the p-value is quite small, it is not small enough if we use a significance level (cut-off probability) of .05. This means that even though the data show some evidence against the null hypothesis, it isn't quite strong enough to reject it. We therefore conclude that the data do not provide enough evidence that kiln-dried seeds yield more corn than regular seeds.Comment: While it is true that at the .05 significance level, our p-value is not small enough to reject Ho, it is ""almost small enough."" In other words, this is sort of a ""borderline case"" where personal interpretation and/or judgment is in order. You can stick to the .05 cut-off as we did above in our conclusion, but you might decide that .061 is small enough for you, and that the evidence that the data provide is strong enough for you to believe that indeed kiln-dried seeds yield more corn. This is the beauty of statistics ... there is no ""black or white,"" and there is a lot of room for personal interpretation.MinitabHere is the Minitab output:The test statistic is -1.69 and the p-value is .061, indicating that there is a 6.1% chance of obtaining data like those observed (or even more extremely in favor of the alternative hypothesis) had there really been no difference between regular and kiln-dried seeds (as the null hypothesis claims). Even though the p-value is quite small, it is not small enough if we use a significance level (cut-off probability) of .05. This means that even though the data show some evidence against the null hypothesis it isn't quite strong enough to reject it. We therefore conclude that the data do not provide enough evidence that kiln-dried seeds yield more corn than regular seeds.Comment: While it is true that at the .05 significance level, our p-value is not small enough to reject Ho, it is ""almost small enough"". In other words, this is sort of a ""borderline case"" where personal interpretation and/or judgment is in order. You can stick to the .05 cut-off as we did above in our conclusion, but you might decide that .061 is small enough for you, and that the evidence that the data provide is strong enough for you to believe that indeed kiln-dried seeds yield more corn. This is the beauty of statistics ... there is no ""black or white,"" and there is a lot of room for personal interpretation.Excel 2007Here is the Excel output:The test statistic is -1.69 and the p-value is .061, indicating that there is a 6.1% chance of obtaining data like those observed (or even more extremely in favor of the alternative hypothesis) had there really been no difference between regular and kiln-dried seeds (as the null hypothesis claims). Even though the p-value is quite small, it is not small enough if we use a significance level (cut-off probability) of .05. This means that even though the data show some evidence against the null hypothesis it isn't quite strong enough to reject it. We therefore conclude that the data do not provide enough evidence that kiln-dried seeds yield more corn than regular seeds.Comment: While it is true that at the .05 significance level, our p-value is not small enough to reject Ho, it is ""almost small enough"". In other words, this is sort of a ""borderline case"" where personal interpretation and/or judgment is in order. You can stick to the .05 cut-off as we did above in our conclusion, but you might decide that .061 is small enough for you, and that the evidence that the data provide is strong enough for you to believe that indeed kiln-dried seeds yield more corn. This is the beauty of statistics ... there is no ""black or white,"" and there is a lot of room for personal interpretation.TI CalculatorHere is the output:The test statistic is -1.69 and the p-value is .061, indicating that there is a 6.1% chance of obtaining data like those observed (or even more extremely in favor of the alternative hypothesis) had there really been no difference between regular and kiln-dried seeds (as the null hypothesis claims). Even though the p-value is quite small, it is not small enough if we use a significance level (cut-off probability) of .05. This means that even though the data show some evidence against the null hypothesis it isn't quite strong enough to reject it. We therefore conclude that the data do not provide enough evidence that kiln-dried seeds yield more corn than regular seeds.Comment: While it is true that at the .05 significance level, our p-value is not small enough to reject Ho, it is ""almost small enough"". In other words, this is sort of a ""borderline case"" where personal interpretation and/or judgment is in order. You can stick to the .05 cut-off as we did above in our conclusion, but you might decide that .061 is small enough for you, and that the evidence that the data provide is strong enough for you to believe that indeed kiln-dried seeds yield more corn. This is the beauty of statistics ... there is no ""black or white,"" and there is a lot of room for personal interpretation."
_u5_inference,_m2_inference_for_relationships,"Based on this confidence interval for μd, what would be your conclusion (at the .05 significance level)? Explain.","Since 0 (our null value) falls outside the 95% confidence interval, we can reject HNoneo (at the .05 significance level), and conclude that the typing speeds differ when using processor A or B."
_u5_inference,_m2_inference_for_relationships,"Interpret the 95% confidence interval in context. Make sure that your interpretation quantifies the effect that the type of word processor used (the explanatory variable, X) has on the typing speed (the response variable, Y).","We are 95% confident that on average, typists type between 2.5 and 7.8 more words per minute when using word processor A. None"
_u5_inference,_m2_inference_for_relationships,Can we use the two-sample t-test to test this claim?,"Let's check the two conditions:(i) Since the 40 subjects were chosen at random, we can assume that the two samples are independent.(ii) Since the sample sizes (22 and 18) are not large, for the two-sample t-test to be reliably used the two populations need to be (at least close) to normal.In practice, we check by looking at our two samples using histograms and making sure that we don't see any gross violation of the normality assumption. However, both histograms display clear violations of the normality assumption in the form of extreme skewness and outliers (clickhere to see the histograms.) In conclusion, the two-sample t-test cannot be reliably used."
_u5_inference,_m2_inference_for_relationships,Can we use the two-sample t-test to test this claim?,"None(i) Since the 400 subjects were chosen at random, we can assume that the two samples are independent.(ii) Since the sample sizes (191 and 209) are large, we can proceed with the two-sample t-test regardless of whether the populations are normal or not. (and, thus, there is no need to look at the data using a histogram). In conclusion, we can reliably use the two-sample t-test in this case."
_u5_inference,_m2_inference_for_relationships,Can we use the two-sample t-test to test this claim?,"None(i) Since each of the samples is random, we can assume that the samples are independent.(ii) Since the sample sizes (both 25) are not large, for the two-sample t-test to be reliably used the two populations need to be (at least close) to normal.here to see the histograms.) In conclusion, we can reliably use the two-sample t-test in this case."
_u5_inference,_m2_inference_for_relationships,Can we use the two-sample t-test to test this claim?,"(i) This is a case where the two samples are not independent. Since each subject in one sample is linked (by marriage) to a subject in the other sample, these samples are dependent. The two-sample t-test is therefore not appropriate in this case.None"
_u5_inference,_m2_inference_for_relationships,State the null and alternative hypotheses that are being tested here.,"Since we want to check whether the data supports the claim that undergraduate students sleep less, on average, than graduate students, we are testing:H0: μ1 − μ2 = 0Ha: μ1 − μ2 < 0"
_u5_inference,_m2_inference_for_relationships,Explain why we can safely use the two-sample t-test in this case.,"We can safely use the two-sample t-test in this case since:• Both samples are random, and therefore independent.• The sample sizes (75 and 50) are quite large, and therefore we can proceed regardless of whether the populations are normal or not."
_u5_inference,_m2_inference_for_relationships,Carry out the test and report the test statistic and p-value.,RHere is the R output:The test statistic is t = -1.2304 and the p-value is 0.1106.StatCrunchHere is the StatCrunch output:MinitabHere is the output. The test statistic and p-value are highlighted.Excel 2013 and 2016Here is the output. The test statistic and p-value are highlighted.TI CalculatorHere is the output:The test statistic is t = -1.2304 and the p-value is 0.1106.
_u5_inference,_m2_inference_for_relationships,Draw your conclusions in context.,"The p-value is not small (in particular, it is larger than .05), indicating that it is still reasonably likely (probability .111) to get data like those observed, or even more extreme data, under the null hypothesis (i.e., assuming that undergraduate and graduate students have the same mean sleeping hours). Therefore, the data do not provide evidence to reject H o, and we cannot conclude that undergraduate students sleep less, on average, than graduate students."
_u5_inference,_m2_inference_for_relationships,"Obtain the 95% confidence interval for μ1 - μ2 and interpret it in context. Note that in this case, the t* for a 95% confidence interval is 1.96.","RPlugging the study results into the above formula gives us a 95% confidence interval of (3.091, 6.709). This means that with 95% confidence, we can say that males who are 20-29 years old weigh, on average, 3.1 to 6.7 kilograms more than males who are 75 and older.StatCrunchHere is the output which provides the confidence interval.With 95% confidence, we can say that males who are 20-29 years old weigh, on average, 3.1 to 6.7 kilograms more than males who are 75 and older.MinitabHere is the output of the two-sided test which provides the confidence interval.With 95% confidence, we can say that males who are 20-29 years old weigh, on average, 3.1 to 6.7 kilograms more than males who are 75 and older.Excel 2007Plugging the study results into the above formula gives us a 95% confidence interval of (3.091, 6.709). This means that with 95% confidence, we can say that males who are 20-29 years old weigh, on average, 3.1 to 6.7 kilograms more than males who are 75 and older.TI CalculatorPlugging the study results into the above formula gives us a 95% confidence interval of (3.091, 6.709). This means that with 95% confidence, we can say that males who are 20-29 years old weigh, on average, 3.1 to 6.7 kilograms more than males who are 75 and older."
_u5_inference,_m2_inference_for_relationships,"Based on the output, state the appropriate formal conclusion of the test of the hypothesesH o: μ1 - μ2 = 0H a: μ1 - μ2 ≠ 0and then briefly state the meaning of the conclusion in the context of the question regarding whether there is reason to believe that the average sugar content of all 100% fruit juices sold is any different than the average sugar content of all sodas sold.","Based on the magnitude of the p-value shown in the output (p-value = .210), wedo not reject the null hypothesis (since the p-value is relatively large).This means that the study does not provide sufficient evidence that the average sugar content of all fruit juices sold is any different than the average sugar content of all sodas.Follow up remarks: The conclusion is interesting for two reasons. First, we might have initially suspected (prior to the study) that sodas would have a higher average sugar content than juices; but the formal inference shows that this supposition is not supported. Second, after seeing the summary statistics (but not the inference), we saw that the sample of juices actually had slightly higher average sugar content than the sodas, so we might have then wondered if juices overall actually have a higher average sugar content than sodas; but the inferential conclusion shows that this is not supported either."
_u5_inference,_m2_inference_for_relationships,"There are two categorical variables in this problem:* Alcohol risk (none, moderate to severe)* Participation in the 9/11 rescue (yes, no)Which is the explanatory variable and which is the response?","Since we want to investigate whether participation in the 9/11 rescue had an effect on alcohol risk, the explanatory variable is ""participation in the 9/11 rescue"" and the response variable is ""alcohol risk.""None"
_u5_inference,_m2_inference_for_relationships,Conduct exploratory analysis of the data by calculating the conditional percentages. Summarize your findings. Recall that we calculate the percentages of the response variable for each category of the explanatory variable separately.,"According to our data, a larger percentage of the firefighters who participated in the 9/11 rescue are at risk for alcohol problems compared to the percentage among firefighters who did not participate in the 9/11 rescue (28% vs. 20%).The question now is whether this difference in the percentages is significant or not. In other words, the next step would be to carry out a significance test that will assess whether observing data like ours (where there is a difference of 8% between the firefighters who participated in the 9/11 rescue and those who didn't) is likely to happen just by chance or the fact the we observed these data provides enough evidence that the risk of alcohol-related problems among New York firefighters and first responders is indeed related to participation in the 9/11 rescue."
_u5_inference,_m2_inference_for_relationships,"We are now ready to carry out the significance test, which will assess the significance of the relationship between the risk of alcohol problems and participation in the 9/11 rescue. State the appropriate hypotheses for the chi-square test for independence in this case.",NoneHo: There is no relationship between the risk of alcohol problems and participation in the 9/11 rescue.Ha: There is a significant relationship between the risk of alcohol problems and participation in the 9/11 rescue.ORHo: The risk of alcohol problems and participation in the 9/11 rescue are independent.Ha: The risk of alcohol problems and participation in the 9/11 rescue are not independent.
_u5_inference,_m2_inference_for_relationships,Are the conditions met under which the chi-square test can be safely used?,"RHere is the R output:Both conditions are met.• According to the report, the sample was stratified using randomness.• As the output shows, all the expected counts are large.StatCrunchHere is the StatCrunch output:Rows: 911Columns: NoneBoth conditions are met.• According to the report, the sample was stratified using randomness.• As the output shows, all the expected counts are large.MinitabHere is the Minitab output:Both conditions are met.• According to the report, the sample was stratified using randomness.• As the output shows, all the expected counts are large.Excel 2007Here is the Excel output:Both conditions are met.• According to the report, the sample was stratified using randomness.• As the output shows, all the expected counts are large.TI CalculatorHere is the R output:Both conditions are met.• According to the report, the sample was stratified using randomness.• As the output shows, all the expected counts are large."
_u5_inference,_m2_inference_for_relationships,Draw your conclusions in context based on the p-value and comment about the strength of evidence (based on the actual value of the p-value).,"StatcrunchUsing StatCrunch, we calculate a p-value of 0.0004, a value that is so small that it is essentially 0. This means that it would be (almost) impossible to obtain data like those observed (or more extreme) just by chance (i.e., if risk of alcohol problems and participation in the 9/11 rescue were not related). This provides very strong evidence against H0 , and we can conclude that the risk of alcohol problems among New York firefighters and first responders is related to participation in the 9/11 rescue.RUsing R, we calculate a p-value of 0.0004681, a value that is so small that it is essentially 0. This means that it would be (almost) impossible to obtain data like those observed (or more extreme) just by chance (i.e., if risk of alcohol problems and participation in the 9/11 rescue were not related). This provides very strong evidence against Ho, and we can conclude that the risk of alcohol problems among New York firefighters and first responders is related to participation in the 9/11 rescue.MinitabThe p-value is so small that Minitab reports that it is essentially 0. This means that it would be (almost) impossible to obtain data like those observed (or more extreme) just by chance (i.e., if risk of alcohol problems and participation in the 9/11 rescue were not related). This provides very strong evidence against Ho, and we can conclude that the risk of alcohol problems among New York firefighters and first responders is related to participation in the 9/11 rescue.Excel 2007Using Excel, we calculate a p-value of 0.000373, a value that is so small that it is essentially 0. This means that it would be (almost) impossible to obtain data like those observed (or more extreme) just by chance (i.e., if risk of alcohol problems and participation in the 9/11 rescue were not related). This provides very strong evidence against Ho, and we can conclude that the risk of alcohol problems among New York firefighters and first responders is related to participation in the 9/11 rescue.Excel 2003Using Excel, we calculate a p-value of 0.000373, a value that is so small that it is essentially 0. This means that it would be (almost) impossible to obtain data like those observed (or more extreme) just by chance (i.e., if risk of alcohol problems and participation in the 9/11 rescue were not related). This provides very strong evidence against Ho, and we can conclude that the risk of alcohol problems among New York firefighters and first responders is related to participation in the 9/11 rescue.TI CalculatorUsing the TI graphing calculator, we calculate a p-value of 0.000373, a value that is so small that it is essentially 0. This means that it would be (almost) impossible to obtain data like those observed (or more extreme) just by chance (i.e., if risk of alcohol problems and participation in the 9/11 rescue were not related). This provides very strong evidence against Ho, and we can conclude that risk of alcohol problems among New York firefighters and first responders is related to participation in the 9/11 rescue."
_u5_inference,_m2_inference_for_relationships,Which is the explanatory variable and which is the response?,"Since we want to examine how the vocalization of newborns can explain IQ at age three, the explanatory variable is cry count and the response variable is IQ.None"
_u5_inference,_m2_inference_for_relationships,"Based on your analysis, comment on the direction, form, and strength of the relationship.","RHere is the scatterplot of the data.From the scatterplot we see that there is a general trend of a positive relationship between cry count and IQ, and that this relationship seems to be linear but quite weak. In order to quantify the strength of the linear relationship, we supplement the scatterplot with r, which turns out to be roughly 0.4. The value of r tells us that the linear relationship between cry count and IQ is weak to moderate.StatCrunchThis is the scatterplot of the data.From the scatterplot we see that there is a general trend of a positive relationship between cry count and IQ, and that this relationship seems to be linear but quite weak. In order to quantify the strength of the linear relationship, we supplement the scatterplot with r, which turns out to be roughly 0.4. The value of r tells us that the linear relationship between cry count and IQ is weak to moderate.MinitabHere is the scatterplot of the data.From the scatterplot we see that there is a general trend of a positive relationship between cry count and IQ, and that this relationship seems to be linear but quite weak. In order to quantify the strength of the linear relationship, we supplement the scatterplot with r, which turns out to be roughly 0.4. The value of r tells us that the linear relationship between cry count and IQ is weak to moderate.Excel 2007Here is the scatterplot of the data.From the scatterplot we see that there is a general trend of a positive relationship between cry count and IQ, and that this relationship seems to be linear but quite weak. In order to quantify the strength of the linear relationship, we supplement the scatterplot with r, which turns out to be roughly 0.4. The value of r tells us that the linear relationship between cry count and IQ is weak to moderate.TI CalculatorHere is the scatterplot of the data.From the scatterplot we see that there is a general trend of a positive relationship between cry count and IQ, and that this relationship seems to be linear but quite weak. In order to quantify the strength of the linear relationship, we supplement the scatterplot with r, which turns out to be roughly 0.4. The value of r tells us that the linear relationship between cry count and IQ is weak to moderate."
_u5_inference,_m2_inference_for_relationships,"State the appropriate hypotheses, and explain (to someone who has never studied statistics) in plain words (without using the words ""significant"") what is being tested.",NoneThe appropriate hypotheses (for the t-test for the slope) in this case are:Ho: There is no linear relationship between cry count and IQ.Ha: There is a significant linear relationship between cry count and IQ.What we are trying to assess using this test is whether there is evidence that the (weak-to-moderate) linear relationship that was observed between cry count and IQ in the sample we took also exists among infants in the general population.
_u5_inference,_m2_inference_for_relationships,"Verify that the general conditions that allow you to reliably use the test in 1 are met. Comment: Note that not all the information you need is given in the problem description. In particular, no information is given about how the babies were selected for the study, which is important for assessing whether we can assume that the observations are independent. To get this information, click here and read the first couple of pages of the paper that describes the study.","Let's start with the issue of independence: According to the paper, the 38 infants were a sample of infants born at the Long Island Jewish Hospital at the time of the study. Given this information, we can assume that the observations are independent (even though it doesn't explicitly say that the sample was random). The only obvious way that the independence assumption would be violated is if twins (or triplets ...) were included in the study, which we can assume was not the case.Comment: Even though the sample was chosen from a specific hospital (rather than from the ""entire population of infants""), unless the infants who were born in this specific hospital at the time of the study were systematically different from infants in general in some relevant way, it will still be reasonable to attempt to generalize the results to infants in general. As for the other conditions: The relationship seems linear (even though it is moderately weak), the scatterplot does not display any alarming outliers, and the sample size is reasonably large (n = 38)."
_u5_inference,_m2_inference_for_relationships,Give the p-value of the test and state your conclusions in context.,"RHere is the R output:The p-value of the test is 0.012. The small p-value (in particular, smaller than .05) tells us that it would be quite unlikely (1.2% chance) to get data like those observed just by chance. The data, therefore provide enough evidence for us to conclude that there is a significant linear relationship among infants between vocalization right after birth (as measured by cry count) and IQ at age 3.StatCrunchHere is the StatCrunch output:The p-value of the test is 0.012. The small p-value (in particular, smaller than .05) tells us that it would be quite unlikely (1.2% chance) to get data like those observed just by chance. The data, therefore provide enough evidence for us to conclude that there is a significant linear relationship among infants between vocalization right after birth (as measured by cry count) and IQ at age 3.MinitabHere is the Minitab output:The p-value of the test is 0.012. The small p-value (in particular, smaller than .05) tells us that it would be quite unlikely (1.2% chance) to get data like those observed just by chance. The data, therefore provide enough evidence for us to conclude that there is a significant linear relationship among infants between vocalization right after birth (as measured by cry count) and IQ at age 3.Excel 2007Here is the Excel output.The p-value of the test is 0.012. The small p-value (in particular, smaller than .05) tells us that it would be quite unlikely (1.2% chance) to get data like those observed just by chance. The data, therefore provide enough evidence for us to conclude that there is a significant linear relationship among infants between vocalization right after birth (as measured by cry count) and IQ at age 3.Excel 2003Here is the Excel output.The p-value of the test is 0.012. The small p-value (in particular, smaller than .05) tells us that it would be quite unlikely (1.2% chance) to get data like those observed just by chance. The data, therefore provide enough evidence for us to conclude that there is a significant linear relationship among infants between vocalization right after birth (as measured by cry count) and IQ at age 3.TI CalculatorHere is the output:The p-value of the test is 0.012. The small p-value (in particular, smaller than .05) tells us that it would be quite unlikely (1.2% chance) to get data like those observed just by chance. The data, therefore provide enough evidence for us to conclude that there is a significant linear relationship among infants between vocalization right after birth (as measured by cry count) and IQ at age 3."
_u5_inference,_m2_inference_for_relationships,Would you say that the least squares regression line fits the data well?,"RThe least squares regression line is IQ = 90.8 + 1.54(cry count), andthis graph displays it on the scatterplot.While the line captures the general linear trend of the data, it does not fit the data very well due to the moderately weak linearity in the data. Visually, we see that the data points do not lay close to the line, resulting in a relatively poor fit of the line to the data.StatCrunchThe least squares regression line is IQ = 90.8 + 1.54(cry count), and this graph displays it on the scatterplot.While the line captures the general linear trend of the data, it does not fit the data very well due to the moderately weak linearity in the data. Visually, we see that the data points do not lay close to the line, resulting in a relatively poor fit of the line to the data.MinitabThe least squares regression line is IQ = 90.8 + 1.54(cry count), andthis graph displays it on the scatterplot.While the line captures the general linear trend of the data, it does not fit the data very well due to the moderately weak linearity in the data. Visually, we see that the data points do not lay close to the line, resulting in a relatively poor fit of the line to the data.Excel 2007The least squares regression line is IQ = 90.8 + 1.54(cry count), andthis graph displays it on the scatterplot.While the line captures the general linear trend of the data, it does not fit the data very well due to the moderately weak linearity in the data. Visually, we see that the data points do not lay close to the line resulting in a relatively poor fit of the line to the data.Excel 2003The least squares regression line is IQ = 90.8 + 1.54(cry count), andthis graph displays it on the scatterplot.While the line captures the general linear trend of the data, it does not fit the data very well due to the moderately weak linearity in the data. Visually, we see that the data points do not lay close to the line, resulting in a relatively poor fit of the line to the data.TI CalculatorThe least squares regression line is IQ=90.8+1.54(cry count), andthis graph displays it on the scatterplot.While the line captures the general linear trend of the data, it does not fit the data very well due to the moderately weak linearity in the data. Visually, we see that the data points do not lay close to the line, resulting in a relatively poor fit of the line to the data."
