Unit,Module,Sentences
_u5_inference,_m2_inference_for_relationships,"Before we carry out the chi-square test for independence, let's get a sense of the data by calculating the conditional percents: It seems as if there are differences in steroid use among the different sports."
_u5_inference,_m2_inference_for_relationships,"Even though the differences do not seem to be overwhelming, since the sample size is so large, these differences might be significant."
_u5_inference,_m2_inference_for_relationships,Let's carry out the test and see.
_u5_inference,_m2_inference_for_relationships,Step 1: Stating the hypotheses The hypotheses are: H steroid use is not related to the type of sport (or: type of sport and steroid use are independent)o: H Steroid use is related to the type of sport (or: type of sport and steroid use are not independent).a: Step 2: Checking conditions and finding the test statistic Here is the Minitab output of the chi-square test for this example: Conditions: Test statistic: Step 3: Finding the p-value According to the output p-value it would be extremely unlikely (probability of 0.006) to get counts like those observed if the null hypothesis were true.
_u5_inference,_m2_inference_for_relationships,"In other words, it would be very surprising to get data like those observed if steroid use were not related to sport type."
_u5_inference,_m2_inference_for_relationships,"Step 4: Conclusion The small p-value indicates that the data provide strong evidence against the null hypothesis, so we reject it and conclude that the steroid use is related to the type of sport."
_u5_inference,_m2_inference_for_relationships,Let's Summarize The hypotheses that are being tested in the chi-square test for independence are: o: There is no relationship between ... and .... a: There is a relationship between ... and .... o: The variables ... and ... are independent.
_u5_inference,_m2_inference_for_relationships, The hypotheses that are being tested in the chi-square test for independence are: o: There is no relationship between ... and .... a: There is a relationship between ... and .... o: The variables ... and ... are independent.
_u5_inference,_m2_inference_for_relationships,In the previous two modules we performed inference for one variable.
_u5_inference,_m2_inference_for_relationships,"More specifically, we learned about inference for the population proportion p (when the variable of interest is categorical) and inference for the population mean μ (when the variable of interest is quantitative)."
_u5_inference,_m2_inference_for_relationships,In the previous two modules we were also exposed to the following three forms of inference which will continue to be central as we move forward in the course: Point estimation—estimating an unknown parameter with a single value that is computed from the sample.Interval estimation—estimating an unknown parameter by an interval of plausible values.
_u5_inference,_m2_inference_for_relationships,To each such interval we attach a level of confidence that indeed the interval captures the value of the unknown parameter and hence the name confidence intervals.
_u5_inference,_m2_inference_for_relationships,"Hypothesis testing—a four-step process in which we are assessing evidence provided by the data in favor or against some claim about the population parameter.Our next (and final) goal for this course is to perform inference about relationships between two variables in a population, based on an observed relationship between variables in a sample."
_u5_inference,_m2_inference_for_relationships,Here is what the process looks like: We are interested in studying whether a relationship exists between the variables X and Y in a population of interest.
_u5_inference,_m2_inference_for_relationships,We choose a random sample and collect data on both variables from the subjects.
_u5_inference,_m2_inference_for_relationships,Our goal is to determine whether these data provide strong enough evidence for us to generalize the observed relationship in the sample and conclude (with some acceptable and agreed-upon level of uncertainty) that a relationship between X and Y exists in the entire population.
_u5_inference,_m2_inference_for_relationships,"The primary inference form that we will use in this module, then, is hypothesis testing."
_u5_inference,_m2_inference_for_relationships,"Conceptually, across all the inferential methods that we will learn, we'll test some form of: (We will also discuss point and interval estimation, but our discussion about these forms of inference will be framed around the test.)"
_u5_inference,_m2_inference_for_relationships,"Recall that in the module about examining the relationship between two variables in the Exploratory Data Analysis unit, our discussion was framed around the role-type classification table."
_u5_inference,_m2_inference_for_relationships,This part of the course will be structured exactly in the same way.
_u5_inference,_m2_inference_for_relationships,"In other words, we will go through 3 sections corresponding to cases C→Q, C→C, and Q→Q in the table below."
_u5_inference,_m2_inference_for_relationships,(Recall that case Q→C is not discussed in this course.)
_u5_inference,_m2_inference_for_relationships,"In total, we will introduce 5 inferential methods: three in case C→Q (corresponding to a division of this case into 3 sub-cases) and one in each of the cases C→C and Q→Q."
_u5_inference,_m2_inference_for_relationships,"Unlike the previous part of the course on Inference for One Variable, where we discussed in some detail the theory behind the machinery of the test (such as the null distribution of the test statistic, under which the p-values are calculated), in the 5 inferential procedures that we will introduce in Inference for Relationships, we will discuss much less of that kind of detail."
_u5_inference,_m2_inference_for_relationships,"The principles are the same, but the details behind the null distribution of the test statistic (under which the p-value is calculated) become more complicated and require knowledge of theoretical results that are definitely beyond the scope of this course."
_u5_inference,_m2_inference_for_relationships,"Instead, within each of the five inferential methods we will focus on: When the inferential method is appropriate for use."
_u5_inference,_m2_inference_for_relationships,Under what conditions the procedure can safely be used.
_u5_inference,_m2_inference_for_relationships,The conceptual idea behind the test (as it is usually captured by the test statistic).
_u5_inference,_m2_inference_for_relationships,How to use software to carry out the procedure in order to get the p-value of the test.
_u5_inference,_m2_inference_for_relationships,Interpreting the results in the context of the problem.
_u5_inference,_m2_inference_for_relationships,"Also, we will continue to introduce each test according to the four-step process of hypothesis testing."
_u5_inference,_m2_inference_for_relationships," Comparing Two Means—Matched Pairs (Paired t-Test) Overview We are still in Case C→Q of inference about relationships, where the explanatory variable is categorical and the response variable is quantitative."
_u5_inference,_m2_inference_for_relationships,"As we mentioned in the introduction, we introduce three inferential procedures in this case."
_u5_inference,_m2_inference_for_relationships,So far we have introduced the first procedure—the two-sample t-test that is used when we are comparing two means and the samples are independent.
_u5_inference,_m2_inference_for_relationships,"We now move on to the second procedure, where we also compare two means, but the samples are paired or matched."
_u5_inference,_m2_inference_for_relationships,Every observation in one sample is linked with an observation in the other sample.
_u5_inference,_m2_inference_for_relationships,"In this case, the samples are dependent.paired by subject."""
_u5_inference,_m2_inference_for_relationships,"In other words, each subject is measured twice on the response variable, typically before and then after some kind of treatment/intervention in order to assess its effectiveness.SAT Prep Class Suppose you want to assess the effectiveness of an SAT prep class."
_u5_inference,_m2_inference_for_relationships,It would make sense to use the matched pairs design and record each sampled student's SAT score before and after the SAT prep classes are attended: Recall that the two populations represent the two values of the explanatory variable.
_u5_inference,_m2_inference_for_relationships,"In this situation, those two values come from a single set of subjects."
_u5_inference,_m2_inference_for_relationships,"In other words, both populations really have the same students."
_u5_inference,_m2_inference_for_relationships,"However, each population has a different value of the explanatory variable."
_u5_inference,_m2_inference_for_relationships,"Those values are: no prep class, prep class."
_u5_inference,_m2_inference_for_relationships,"This, however, is not the only case where the paired design is used."
_u5_inference,_m2_inference_for_relationships,"Other cases are when the pairs are ""natural pairs,"" such as siblings, twins, or couples."
_u5_inference,_m2_inference_for_relationships,We will present two examples in this part.
_u5_inference,_m2_inference_for_relationships,"The first one will be of the type where each subject is measured twice, and the second one will be a study involving twins."
_u5_inference,_m2_inference_for_relationships,This section on matched pairs design will be organized very much like the previous section on two independent samples.
_u5_inference,_m2_inference_for_relationships,"We will first introduce our leading example, and then present the paired t-test illustrating each step using our example."
_u5_inference,_m2_inference_for_relationships,"We will then look at another example, and finally talk about estimation using a confidence interval."
_u5_inference,_m2_inference_for_relationships,"As usual, you'll be able to check your understanding along the way, and will learn how to use software to carry out this test."
_u5_inference,_m2_inference_for_relationships,Drunk Drivers Drunk driving is one the main causes of car accidents.
_u5_inference,_m2_inference_for_relationships,"Interviews with drunk drivers who were involved in accidents and survived revealed that one of the main problems is that drivers do not realize that they are impaired, thinking ""I only had 1-2 drinks ..."
_u5_inference,_m2_inference_for_relationships,"I am OK to drive."""
_u5_inference,_m2_inference_for_relationships,"A sample of 20 drivers was chosen, and their reaction times in an obstacle course were measured before and after drinking two beers."
_u5_inference,_m2_inference_for_relationships,The purpose of this study was to check whether drivers are impaired after drinking two beers.
_u5_inference,_m2_inference_for_relationships,"Here is a figure summarizing this study: Comments R Instructions To open R with the dataset preloaded, right-click here and choose ""Save Target As"" to download the file to your computer."
_u5_inference,_m2_inference_for_relationships,"Then find the downloaded file and double-click it to open it in R. The data have been loaded into the variable ""beers."""
_u5_inference,_m2_inference_for_relationships,Enter the command beers to see the data.
_u5_inference,_m2_inference_for_relationships,"StatCrunch Instructions To open this file in StatCrunch you must first right-click here and choose ""Save Target As"" to download the file to your computer."
_u5_inference,_m2_inference_for_relationships,Next click here to open StatCrunch in a separate window and login using your username and password.
_u5_inference,_m2_inference_for_relationships,Click on the link “Open StatCrunch” at the top of the My StatCrunch page.
_u5_inference,_m2_inference_for_relationships,To open the data set select the “My computer” link under Load a data set from box on the left side of the page.
_u5_inference,_m2_inference_for_relationships,"Select the ""Browse"" or “Choose File” (depending on which browser you're using and select the data set you downloaded Scroll to the bottom of the page and click on “Load File” Minitab Instructions To open Minitab with the data in the worksheet, right-click here and choose ""Save Target As"" to download the file to your computer."
_u5_inference,_m2_inference_for_relationships,Then find the downloaded file and double-click it to open it in Minitab.
_u5_inference,_m2_inference_for_relationships,"Note: you will likely see a dialog box appear that says ""A copy of the content of this file will be added to the current project""—just click ""OK."" Excel 2007 Instructions To open Excel with the data in the worksheet, right-click here and choose ""Save Target As"" to download the file to your computer."
_u5_inference,_m2_inference_for_relationships,Then find the downloaded file and double-click it to open it in Excel.
_u5_inference,_m2_inference_for_relationships,"Excel 2003 Instructions To open Excel with the data in the worksheet, right-click here and choose ""Save Target As"" to download the file to your computer."
_u5_inference,_m2_inference_for_relationships,Then find the downloaded file and double-click it to open it in Excel.
_u5_inference,_m2_inference_for_relationships,"TI Instructions To open a group of lists with the beer data loaded, right-click here and choose ""Save Target As"" to download the file to your computer."
_u5_inference,_m2_inference_for_relationships,Then find the downloaded file and send it to your calculator.
_u5_inference,_m2_inference_for_relationships,"For instructions on how to connect your calculator to your computer and transfer a file, click here.L1 contains ""Before drinking"" data and L2 contains ""After drinking"" data."
_u5_inference,_m2_inference_for_relationships," Overview We are still in Case C→Q of inference about relationships, where the explanatory variable is categorical and the response variable is quantitative."
_u5_inference,_m2_inference_for_relationships,"As we mentioned in the introduction, we introduce three inferential procedures in this case."
_u5_inference,_m2_inference_for_relationships,So far we have introduced the first procedure—the two-sample t-test that is used when we are comparing two means and the samples are independent.
_u5_inference,_m2_inference_for_relationships,"We now move on to the second procedure, where we also compare two means, but the samples are paired or matched."
_u5_inference,_m2_inference_for_relationships,Every observation in one sample is linked with an observation in the other sample.
_u5_inference,_m2_inference_for_relationships,"In this case, the samples are dependent.paired by subject."""
_u5_inference,_m2_inference_for_relationships,"In other words, each subject is measured twice on the response variable, typically before and then after some kind of treatment/intervention in order to assess its effectiveness.SAT Prep Class Suppose you want to assess the effectiveness of an SAT prep class."
_u5_inference,_m2_inference_for_relationships,It would make sense to use the matched pairs design and record each sampled student's SAT score before and after the SAT prep classes are attended: Recall that the two populations represent the two values of the explanatory variable.
_u5_inference,_m2_inference_for_relationships,"In this situation, those two values come from a single set of subjects."
_u5_inference,_m2_inference_for_relationships,"In other words, both populations really have the same students."
_u5_inference,_m2_inference_for_relationships,"However, each population has a different value of the explanatory variable."
_u5_inference,_m2_inference_for_relationships,"Those values are: no prep class, prep class."
_u5_inference,_m2_inference_for_relationships,"This, however, is not the only case where the paired design is used."
_u5_inference,_m2_inference_for_relationships,"Other cases are when the pairs are ""natural pairs,"" such as siblings, twins, or couples."
_u5_inference,_m2_inference_for_relationships,We will present two examples in this part.
_u5_inference,_m2_inference_for_relationships,"The first one will be of the type where each subject is measured twice, and the second one will be a study involving twins."
_u5_inference,_m2_inference_for_relationships,This section on matched pairs design will be organized very much like the previous section on two independent samples.
_u5_inference,_m2_inference_for_relationships,"We will first introduce our leading example, and then present the paired t-test illustrating each step using our example."
_u5_inference,_m2_inference_for_relationships,"We will then look at another example, and finally talk about estimation using a confidence interval."
_u5_inference,_m2_inference_for_relationships,"As usual, you'll be able to check your understanding along the way, and will learn how to use software to carry out this test."
_u5_inference,_m2_inference_for_relationships,Drunk Drivers Drunk driving is one the main causes of car accidents.
_u5_inference,_m2_inference_for_relationships,"Interviews with drunk drivers who were involved in accidents and survived revealed that one of the main problems is that drivers do not realize that they are impaired, thinking ""I only had 1-2 drinks ..."
_u5_inference,_m2_inference_for_relationships,"I am OK to drive."""
_u5_inference,_m2_inference_for_relationships,"A sample of 20 drivers was chosen, and their reaction times in an obstacle course were measured before and after drinking two beers."
_u5_inference,_m2_inference_for_relationships,The purpose of this study was to check whether drivers are impaired after drinking two beers.
_u5_inference,_m2_inference_for_relationships,"We are still in Case C→Q of inference about relationships, where the explanatory variable is categorical and the response variable is quantitative."
_u5_inference,_m2_inference_for_relationships,"As we mentioned in the introduction, we introduce three inferential procedures in this case."
_u5_inference,_m2_inference_for_relationships,So far we have introduced the first procedure—the two-sample t-test that is used when we are comparing two means and the samples are independent.
_u5_inference,_m2_inference_for_relationships,"We now move on to the second procedure, where we also compare two means, but the samples are paired or matched."
_u5_inference,_m2_inference_for_relationships,Every observation in one sample is linked with an observation in the other sample.
_u5_inference,_m2_inference_for_relationships,"In this case, the samples are dependent.paired by subject."""
_u5_inference,_m2_inference_for_relationships," R Instructions To open R with the dataset preloaded, right-click here and choose ""Save Target As"" to download the file to your computer."
_u5_inference,_m2_inference_for_relationships,"Then find the downloaded file and double-click it to open it in R. The data have been loaded into the variable ""beers."""
_u5_inference,_m2_inference_for_relationships,Enter the command beers to see the data.
_u5_inference,_m2_inference_for_relationships,"StatCrunch Instructions To open this file in StatCrunch you must first right-click here and choose ""Save Target As"" to download the file to your computer."
_u5_inference,_m2_inference_for_relationships,Next click here to open StatCrunch in a separate window and login using your username and password.
_u5_inference,_m2_inference_for_relationships,Click on the link “Open StatCrunch” at the top of the My StatCrunch page.
_u5_inference,_m2_inference_for_relationships,To open the data set select the “My computer” link under Load a data set from box on the left side of the page.
_u5_inference,_m2_inference_for_relationships,"Select the ""Browse"" or “Choose File” (depending on which browser you're using and select the data set you downloaded Scroll to the bottom of the page and click on “Load File” Minitab Instructions To open Minitab with the data in the worksheet, right-click here and choose ""Save Target As"" to download the file to your computer."
_u5_inference,_m2_inference_for_relationships,Then find the downloaded file and double-click it to open it in Minitab.
_u5_inference,_m2_inference_for_relationships,"Note: you will likely see a dialog box appear that says ""A copy of the content of this file will be added to the current project""—just click ""OK."" Excel 2007 Instructions To open Excel with the data in the worksheet, right-click here and choose ""Save Target As"" to download the file to your computer."
_u5_inference,_m2_inference_for_relationships,Then find the downloaded file and double-click it to open it in Excel.
_u5_inference,_m2_inference_for_relationships,"Excel 2003 Instructions To open Excel with the data in the worksheet, right-click here and choose ""Save Target As"" to download the file to your computer."
_u5_inference,_m2_inference_for_relationships,Then find the downloaded file and double-click it to open it in Excel.
_u5_inference,_m2_inference_for_relationships,"TI Instructions To open a group of lists with the beer data loaded, right-click here and choose ""Save Target As"" to download the file to your computer."
_u5_inference,_m2_inference_for_relationships,Then find the downloaded file and send it to your calculator.
_u5_inference,_m2_inference_for_relationships,"For instructions on how to connect your calculator to your computer and transfer a file, click here.L1 contains ""Before drinking"" data and L2 contains ""After drinking"" data."
_u5_inference,_m2_inference_for_relationships,"So far, we have discussed and illustrated cases in which the matched pairs design comes up, and we are now ready to discuss how to carry out the test in this case."
_u5_inference,_m2_inference_for_relationships,"We will first present the idea behind the paired t-test, and then go through the four steps in the testing process."
_u5_inference,_m2_inference_for_relationships,"The Paired t-test Idea The idea behind the paired t-test is to reduce this two-sample situation, where we are comparing two means, to a single sample situation where we are doing inference on a single mean, and then use a simple t-test that we introduced in the previous module."
_u5_inference,_m2_inference_for_relationships,"We will first illustrate this idea using our example, and then more generally."
_u5_inference,_m2_inference_for_relationships,"In other words, by reducing the two samples to one sample of differences, we are essentially reducing the problem from a problem where we're comparing two means (i.e., doing inference on ): μ 1 − μ 2 to a problem where we are making an inference about a single mean — the mean of the differences: In general, in every matched pairs problem, our data consist of 2 samples which are organized in n pairs: We reduce the two samples to only one by calculating for each pair the difference between the two observations (in the figure we used to denote the differences)."
_u5_inference,_m2_inference_for_relationships,"d 1 , d 2 , d 3 , ."
_u5_inference,_m2_inference_for_relationships,.
_u5_inference,_m2_inference_for_relationships,.
_u5_inference,_m2_inference_for_relationships,", d n The paired t-test is based on this one sample of n differences, and it uses those differences as data for a simple t-test on a single mean — the mean of the differences."
_u5_inference,_m2_inference_for_relationships,This is the general idea behind the paired t-test; it is nothing more than a regular one-sample t-test for the mean of the differences.
_u5_inference,_m2_inference_for_relationships," Idea The idea behind the paired t-test is to reduce this two-sample situation, where we are comparing two means, to a single sample situation where we are doing inference on a single mean, and then use a simple t-test that we introduced in the previous module."
_u5_inference,_m2_inference_for_relationships,"We will first illustrate this idea using our example, and then more generally."
_u5_inference,_m2_inference_for_relationships,"In other words, by reducing the two samples to one sample of differences, we are essentially reducing the problem from a problem where we're comparing two means (i.e., doing inference on ): μ 1 − μ 2 to a problem where we are making an inference about a single mean — the mean of the differences: In general, in every matched pairs problem, our data consist of 2 samples which are organized in n pairs: We reduce the two samples to only one by calculating for each pair the difference between the two observations (in the figure we used to denote the differences)."
_u5_inference,_m2_inference_for_relationships,"d 1 , d 2 , d 3 , ."
_u5_inference,_m2_inference_for_relationships,.
_u5_inference,_m2_inference_for_relationships,.
_u5_inference,_m2_inference_for_relationships,", d n The paired t-test is based on this one sample of n differences, and it uses those differences as data for a simple t-test on a single mean — the mean of the differences."
_u5_inference,_m2_inference_for_relationships,This is the general idea behind the paired t-test; it is nothing more than a regular one-sample t-test for the mean of the differences.
_u5_inference,_m2_inference_for_relationships,"The idea behind the paired t-test is to reduce this two-sample situation, where we are comparing two means, to a single sample situation where we are doing inference on a single mean, and then use a simple t-test that we introduced in the previous module."
_u5_inference,_m2_inference_for_relationships,"We will first illustrate this idea using our example, and then more generally."
_u5_inference,_m2_inference_for_relationships,"In other words, by reducing the two samples to one sample of differences, we are essentially reducing the problem from a problem where we're comparing two means (i.e., doing inference on ): μ 1 − μ 2 to a problem where we are making an inference about a single mean — the mean of the differences: In general, in every matched pairs problem, our data consist of 2 samples which are organized in n pairs: We reduce the two samples to only one by calculating for each pair the difference between the two observations (in the figure we used to denote the differences)."
_u5_inference,_m2_inference_for_relationships,"d 1 , d 2 , d 3 , ."
_u5_inference,_m2_inference_for_relationships,.
_u5_inference,_m2_inference_for_relationships,.
_u5_inference,_m2_inference_for_relationships,", d n The paired t-test is based on this one sample of n differences, and it uses those differences as data for a simple t-test on a single mean — the mean of the differences."
_u5_inference,_m2_inference_for_relationships,This is the general idea behind the paired t-test; it is nothing more than a regular one-sample t-test for the mean of the differences.
_u5_inference,_m2_inference_for_relationships," Step 2: Checking Conditions and Calculating the Test Statistic The paired t-test, as a special case of a one-sample t-test, can be safely used as long as: In other words, in order to use the paired t-test safely, the differences should vary normally unless the sample size is large, in which case it is safe to use the paired t-test regardless of whether the differences vary normally or not."
_u5_inference,_m2_inference_for_relationships,"As we indicated in the figure above (and have seen many times already), in practice, normality is checked by looking at the histogram of differences and as long as no clear violation of normality (such as extreme skewness and/or outliers) is apparent, normality is assumed."
_u5_inference,_m2_inference_for_relationships,"Assuming that the we can safely use the paired t-test, the data are summarized by a test statistic: t = x d ¯ − 0 s d n where is the sample mean of the differences, and x d ¯ is the sample standard deviation of the differences."
_u5_inference,_m2_inference_for_relationships,"This is the test statistic we've developed for the one sample t-test (with s d ), and has the same conceptual interpretation; it measures (in standard errors) how far our data are (represented by the average of the differences) from the null hypothesis (represented by the null value, 0)."
_u5_inference,_m2_inference_for_relationships,"μ 0 = 0 Let's first check whether we can safely proceed with the paired t-test, by checking the two conditions."
_u5_inference,_m2_inference_for_relationships,"Also note that the vast majority of the differences are negative (i.e., the total reaction times for most of the drivers are larger after the two beers), suggesting that the data provide evidence against the null hypothesis."
_u5_inference,_m2_inference_for_relationships,The question (which the p-value will answer) is whether these data provide strong enough evidence or not.
_u5_inference,_m2_inference_for_relationships,We can safely proceed to calculate the test statistic (which in practice we leave to the software to calculate for us).
_u5_inference,_m2_inference_for_relationships,"Here is the output of the paired t-test for our example: According to the output, the test statistic is -2.58, indicating that the data (represented by the sample mean of the differences) are 2.58 standard errors below the null hypothesis (represented by the null value, 0)."
_u5_inference,_m2_inference_for_relationships,"Note in the output, that beyond the test statistic itself, we also highlighted the part of the output that provides the ingredients needed in order to calculate it: ."
_u5_inference,_m2_inference_for_relationships,"Indeed n = 20 , x d ¯ = − 0 ."
_u5_inference,_m2_inference_for_relationships,"5015 , s d = 0 ."
_u5_inference,_m2_inference_for_relationships,8686 .
_u5_inference,_m2_inference_for_relationships,− 0 .
_u5_inference,_m2_inference_for_relationships,5015 0 .
_u5_inference,_m2_inference_for_relationships,8686 20 = − 2 .
_u5_inference,_m2_inference_for_relationships,"The paired t-test, as a special case of a one-sample t-test, can be safely used as long as: In other words, in order to use the paired t-test safely, the differences should vary normally unless the sample size is large, in which case it is safe to use the paired t-test regardless of whether the differences vary normally or not."
_u5_inference,_m2_inference_for_relationships,"As we indicated in the figure above (and have seen many times already), in practice, normality is checked by looking at the histogram of differences and as long as no clear violation of normality (such as extreme skewness and/or outliers) is apparent, normality is assumed."
_u5_inference,_m2_inference_for_relationships,"Assuming that the we can safely use the paired t-test, the data are summarized by a test statistic: t = x d ¯ − 0 s d n where is the sample mean of the differences, and x d ¯ is the sample standard deviation of the differences."
_u5_inference,_m2_inference_for_relationships,"This is the test statistic we've developed for the one sample t-test (with s d ), and has the same conceptual interpretation; it measures (in standard errors) how far our data are (represented by the average of the differences) from the null hypothesis (represented by the null value, 0)."
_u5_inference,_m2_inference_for_relationships,"μ 0 = 0 Let's first check whether we can safely proceed with the paired t-test, by checking the two conditions."
_u5_inference,_m2_inference_for_relationships,"Also note that the vast majority of the differences are negative (i.e., the total reaction times for most of the drivers are larger after the two beers), suggesting that the data provide evidence against the null hypothesis."
_u5_inference,_m2_inference_for_relationships,The question (which the p-value will answer) is whether these data provide strong enough evidence or not.
_u5_inference,_m2_inference_for_relationships,We can safely proceed to calculate the test statistic (which in practice we leave to the software to calculate for us).
_u5_inference,_m2_inference_for_relationships,"Here is the output of the paired t-test for our example: According to the output, the test statistic is -2.58, indicating that the data (represented by the sample mean of the differences) are 2.58 standard errors below the null hypothesis (represented by the null value, 0)."
_u5_inference,_m2_inference_for_relationships,"Note in the output, that beyond the test statistic itself, we also highlighted the part of the output that provides the ingredients needed in order to calculate it: ."
_u5_inference,_m2_inference_for_relationships,"Indeed n = 20 , x d ¯ = − 0 ."
_u5_inference,_m2_inference_for_relationships,"5015 , s d = 0 ."
_u5_inference,_m2_inference_for_relationships,8686 .
_u5_inference,_m2_inference_for_relationships,− 0 .
_u5_inference,_m2_inference_for_relationships,5015 0 .
_u5_inference,_m2_inference_for_relationships,8686 20 = − 2 .
_u5_inference,_m2_inference_for_relationships," Step 3: Finding the p-value As a special case of the one-sample t-test, the null distribution of the paired t-test statistic is a t distribution (with n - 1 degrees of freedom), which is the distribution under which the p-values are calculated."
_u5_inference,_m2_inference_for_relationships,"We will let the software find the p-value for us, and in this case, Excel gives us a p-value of 0.009."
_u5_inference,_m2_inference_for_relationships,The small p-value tells us that there is very little chance of getting data like those observed (or even more extreme) if the null hypothesis were true.
_u5_inference,_m2_inference_for_relationships,"More specifically, there is less than a 1% chance (.009=.9%) of obtaining a test statistic of -2.58 (or lower), assuming that 2 beers have no impact on reaction times."
_u5_inference,_m2_inference_for_relationships,Step 4: Conclusion in Context.
_u5_inference,_m2_inference_for_relationships,"As usual, we draw our conclusion based on the p-value."
_u5_inference,_m2_inference_for_relationships,"If the p-value is small, there is a significant difference between what was observed in the sample and what was claimed in H o, so we reject Ho and conclude that the categorical explanatory variable does affect the quantitative response variable as specified in Ha."
_u5_inference,_m2_inference_for_relationships,"If the p-value is not small, we do not have enough statistical evidence to reject Ho."
_u5_inference,_m2_inference_for_relationships,"In particular, if a cutoff probability, α (significance level), is specified, we reject Ho if the p-value is less than α."
_u5_inference,_m2_inference_for_relationships,"Otherwise, we do not reject Ho."
_u5_inference,_m2_inference_for_relationships,"In our example, the p-value is .009, indicating that the data provide enough evidence to reject H o and conclude that drinking two beers does slow the reaction times of drivers, and thus that drivers are impaired after drinking two beers."
_u5_inference,_m2_inference_for_relationships,Comment It is very important to pay attention to whether the two-sample t-test or the paired t-test is appropriate.
_u5_inference,_m2_inference_for_relationships,"In other words, being aware of the study design is extremely important."
_u5_inference,_m2_inference_for_relationships,Consider our example.
_u5_inference,_m2_inference_for_relationships,"If we had not ""caught"" that this is a matched pairs design, and had analyzed the data as if the two samples were independent using the two-sample t-test, we would have obtained a p-value of 0.057."
_u5_inference,_m2_inference_for_relationships,"Note that using this (wrong) method to analyze the data, and a significance level of .05, we would conclude that the data do not provide enough evidence for us to conclude that drivers are impaired after drinking two beers."
_u5_inference,_m2_inference_for_relationships,"As a special case of the one-sample t-test, the null distribution of the paired t-test statistic is a t distribution (with n - 1 degrees of freedom), which is the distribution under which the p-values are calculated."
_u5_inference,_m2_inference_for_relationships,"We will let the software find the p-value for us, and in this case, Excel gives us a p-value of 0.009."
_u5_inference,_m2_inference_for_relationships,The small p-value tells us that there is very little chance of getting data like those observed (or even more extreme) if the null hypothesis were true.
_u5_inference,_m2_inference_for_relationships,"As usual, we draw our conclusion based on the p-value."
_u5_inference,_m2_inference_for_relationships,"If the p-value is small, there is a significant difference between what was observed in the sample and what was claimed in H o, so we reject Ho and conclude that the categorical explanatory variable does affect the quantitative response variable as specified in Ha."
_u5_inference,_m2_inference_for_relationships,"If the p-value is not small, we do not have enough statistical evidence to reject Ho."
_u5_inference,_m2_inference_for_relationships,"In particular, if a cutoff probability, α (significance level), is specified, we reject Ho if the p-value is less than α."
_u5_inference,_m2_inference_for_relationships,"Otherwise, we do not reject Ho."
_u5_inference,_m2_inference_for_relationships,It is very important to pay attention to whether the two-sample t-test or the paired t-test is appropriate.
_u5_inference,_m2_inference_for_relationships,"In other words, being aware of the study design is extremely important."
_u5_inference,_m2_inference_for_relationships,Consider our example.
_u5_inference,_m2_inference_for_relationships,"If we had not ""caught"" that this is a matched pairs design, and had analyzed the data as if the two samples were independent using the two-sample t-test, we would have obtained a p-value of 0.057."
_u5_inference,_m2_inference_for_relationships,"Note that using this (wrong) method to analyze the data, and a significance level of .05, we would conclude that the data do not provide enough evidence for us to conclude that drivers are impaired after drinking two beers."
_u5_inference,_m2_inference_for_relationships, Let's Summarize The paired t-test is used to compare two population means when the two samples (drawn from the two populations) are dependent in the sense that every observation in one sample can be linked to an observation in the other sample.
_u5_inference,_m2_inference_for_relationships,"Such a design is called ""matched pairs."""
_u5_inference,_m2_inference_for_relationships,"The idea behind the paired t-test is to reduce the data from two samples to just one sample of the differences, and use these observed differences as data for inference about a single mean—the mean of the differences, ."
_u5_inference,_m2_inference_for_relationships,"μ d The paired t-test is therefore simply a one-sample t-test for the mean of the differences , where the null value is 0."
_u5_inference,_m2_inference_for_relationships,The null hypothesis is therefore: μ d and the alternative hypothesis is one of the following (depending on the context of the problem): H o: μd = 0H a: μd < 0H a: μd > 0H a: μd ≠ 0The paired t-test can be safely used when one of the following two conditions hold: The differences have a normal distribution.
_u5_inference,_m2_inference_for_relationships,"The test statistic is as follows and has a t distribution when the null hypothesis is true: P-values are obtained from the output, and conclusions are drawn as usual, comparing the p-value to the significance level alpha."
_u5_inference,_m2_inference_for_relationships,"If H o is rejected, a 95% confidence interval for μd can be very insightful and can also be used for the two-sided test."
_u5_inference,_m2_inference_for_relationships, The paired t-test is used to compare two population means when the two samples (drawn from the two populations) are dependent in the sense that every observation in one sample can be linked to an observation in the other sample.
_u5_inference,_m2_inference_for_relationships,"Such a design is called ""matched pairs."""
_u5_inference,_m2_inference_for_relationships,"The idea behind the paired t-test is to reduce the data from two samples to just one sample of the differences, and use these observed differences as data for inference about a single mean—the mean of the differences, ."
_u5_inference,_m2_inference_for_relationships,"μ d The paired t-test is therefore simply a one-sample t-test for the mean of the differences , where the null value is 0."
_u5_inference,_m2_inference_for_relationships,The null hypothesis is therefore: μ d and the alternative hypothesis is one of the following (depending on the context of the problem): H o: μd = 0H a: μd < 0H a: μd > 0H a: μd ≠ 0The paired t-test can be safely used when one of the following two conditions hold: The differences have a normal distribution.
_u5_inference,_m2_inference_for_relationships,"The test statistic is as follows and has a t distribution when the null hypothesis is true: P-values are obtained from the output, and conclusions are drawn as usual, comparing the p-value to the significance level alpha."
