Unit,Module,Question,Choices,Correct Answer
_u5_inference,_m2_inference_for_relationships,Developmental psychology researchers have shown a genetic influence of shyness in infants where infants who were adopted were more likely to be rated as shy at 2 years of age if their biological mothers rated themselves as also being shy (Daniels & Plomin; 1985). A researcher wanted to find out if this finding extended to shyness in identical twins. The researcher recruited a sample of 35 pairs of infants who were identical twins. The researcher asked the infants’ primary caregiver to rate each infant’s level of shyness and compared the shyness level between each identical twin to see if there was a mean difference in shyness between the pairs of identical twins. Daniels; D.; & Plomin; R. (1985). Origins of individual differences in infant shyness. Developmental Psychology; 21; 118–121. If μ12d Which of the following are the appropriate null and alternative hypotheses?,0: 1: H 2: 0 3: d 4: H 5: a 6: d 7: H 8: 0 9: d 10: H 11: a 12: d 13: H 14: 0 15: d 16: H 17: a 18: d 19: H 20: 0 21: 1 22: 2 23: H 24: a 25: 1 26: 2,0,
_u5_inference,_m2_inference_for_relationships,A GRE course prep company advertises that its course can significantly raise students' GRE Verbal Reasoning scores. In order to assess the accuracy of this claim; a researcher randomly selected a sample of 30 graduating seniors from a local university; who were applying to business school.The 30 students first took the GRE; without any preparation. The 30 students then took the GRE again; after completing the GRE prep course. The researcher then compared the performance for each student to determine whether there was improvement on the GRE Verbal Reasoning scores from the first to second administrations.What hypothesis testing technique should the researcher use to analyze the data?,0: 1: ANOVA 2: z-test for the population mean 3: Two-sample t-test 4: Paired t-test,Paired t-test,
_u5_inference,_m2_inference_for_relationships,In a hypothetical study; a pharmaceutical company is interested in finding the dosage of a new medication that best treats panic attacks. Ninety people; who are diagnosed with panic attacks; were randomly assigned to three groups: (1) 20 milligrams of the new drug; (2) 30 milligrams of the new drug; and (3) 40 milligrams of the new drug.After 30 days on the medication; each participant records the number of panic attacks they have experienced in the previous seven days.What hypothesis testing technique should the researcher use to analyze the data?,0: 1: ANOVA 2: z-test for the population mean 3: Two-sample t-test 4: Paired t-test,ANOVA
_u5_inference,_m2_inference_for_relationships,Do men and women differ; on average; in terms of the amount of television that they watch each day? A researcher conducted a hypothetical study in which he randomly selected 50 men and 50 women and recorded the number of minutes of television watched during the previous day.The researcher wanted to determine whether there is a difference in mean number of minutes of television viewing between men and women.What hypothesis testing technique should the researcher use to analyze the data?,0: 1: z-test for the population mean 2: Two-sample t-test 3: Paired t-test 4: ANOVA,Two-sample t-test,
_u5_inference,_m2_inference_for_relationships,A GRE course prep company advertises that its course can significantly raise students’ GRE Verbal Reasoning scores. In order to assess the accuracy of this claim; a researcher randomly selected two independent samples of 30 graduating seniors from a local university; who were applying to business school. One group of 30 students took the GRE; without any preparation. The other group of 30 students took the GRE after completing a GRE prep course. The researcher then compared the performance for the two groups to determine whether there was difference on the GRE Verbal Reasoning scores from group without any preparation and the group completing the GRE prep course.What hypothesis testing technique should the researcher use to analyze the data?,0: 1: ANOVA 2: z-test for the population mean 3: Two-sample t-test 4: Paired t-test,Two-sample t-test,
_u5_inference,_m2_inference_for_relationships,A researcher wanted to determine if teaching approaches influence second graders’ ability to do columnar addition. To test this; the researcher randomly selected 75 second graders from a local school and assigned them to one of three teaching conditions: (1) rote memory; (2) manipulatives; or (3) computer. One group of 25 students were taught using rote memory; a second group of 25 students was taught using manipulatives; and a third group of 25 students was taught with a calculator. All students were given a test on columnar addition. The means and standard deviations for the three groups are shown below.Mean Number of Correct Answers for Three Groups of Second Grade Students on a Test of Columnar Addition GroupnMSD Rote Memory254.002.24 Manipulatives259.003.08 Calculator2517.002.74What hypothesis testing technique should the researcher use to analyze the data?,0: 1: ANOVA 2: z-test for the population mean 3: Two-sample t-test 4: Paired t-test,ANOVA
_u5_inference,_m2_inference_for_relationships,Do TV viewers differ; on average; in terms of the amount of television that they watch during the month of January as opposed to June? A researcher conducted a hypothetical study; where the she randomly selected 50 TV viewers and recorded the number of minutes of television watched during January and then again in July. The researcher wanted to determine whether there is a difference in mean number of minutes of television viewing in January and in July.What hypothesis testing technique should the researcher use to analyze the data?,0: 1: z-test for the population mean 2: Two-sample t-test 3: Paired t-test 4: ANOVA,Paired t-test,
_u5_inference,_m2_inference_for_relationships,A teacher is experimenting with a new computer-based instruction and conducts a study to test its effectiveness. In which situation could the teacher use a hypothesis test for matched pairs?,0: 1: The teacher gives each student in the class a pretest. Then she teaches a lesson using a computer program. Afterwards; she gives each student a post-test. The teacher wants to see if the difference in scores will show an improvement. 2: The teacher randomly divides the class into two groups. One of the groups receives computer-based instruction. The other group receives traditional instruction without computers. After instruction; each student takes a test and the teacher wants to compare the performance of the two groups. 3: The teacher uses a combination of traditional methods and computer-based instruction. She asks students which they liked better. She wants to determine if the majority prefer the computer-based instruction.,The teacher gives each student in the class a pretest. Then she teaches a lesson using a computer program. Afterwards; she gives each student a post-test. The teacher wants to see if the difference in scores will show an improvement.
_u5_inference,_m2_inference_for_relationships,A researcher wants to determine whether shoppers will spend more money at the grocery when they use a credit card to pay for their groceries rather than cash. In which situation could the researcher use a hypothesis test for matched pairs?,0: 1: The people in the experiment are told to use only cash for their grocery shopping for one trip and report how much money they spent. The next trip; the same people in the sample use only credit cards for their grocery shopping and calculate the total. The researcher compares the total spent by each individual to see if they spent more; on average; when using cash or the credit card. 2: The researcher randomly assigns half of the sample to only use cash for their grocery shopping for one trip to the grocery store. The other half of the sample uses only credit cards. The researcher compares the amount of money spent by each of the two groups. 3: The researcher asks the people in the sample whether they prefer to shop for their groceries using a credit card more than with cash (yes/no).,The people in the experiment are told to use only cash for their grocery shopping for one trip and report how much money they spent. The next trip; the same people in the sample use only credit cards for their grocery shopping and calculate the total. The researcher compares the total spent by each individual to see if they spent more; on average; when using cash or the credit card.
_u5_inference,_m2_inference_for_relationships,A teacher is experimenting with a new computer-based instruction and conducts a study to test its effectiveness. In which situation could the teacher use the two-sample t-test for comparing two population means?,0: 1: The teacher gives each student in the class a pretest. Then she teaches a lesson using a computer program. Afterwards; she gives each student a post-test. The teacher wants to compare test scores for each student to see whether the data will show an improvement. 2: The teacher randomly divides the class into two groups. One of the groups receives computer-based instruction and the other group receives traditional instruction without computers. After instruction; each student takes a test and the teacher wants to compare the test scores of the two groups. 3: The teacher uses a combination of traditional methods and computer-based instruction. She asks students which they liked better. She wants to determine if the majority prefer the computer-based instruction.,The teacher randomly divides the class into two groups. One of the groups receives computer-based instruction and the other group receives traditional instruction without computers. After instruction; each student takes a test and the teacher wants to compare the test scores of the two groups.,
_u5_inference,_m2_inference_for_relationships,The owner of a test prep company was interested in whether students who took the company’s face to face test prep class did better on the GRE (a standardized test required for admission to many graduate programs) than students who followed the test prep company’s live online program. The live online test prep class met in an online classroom with live video instruction for the same number of hours as the face to face class. In which situation could the test prep company use the two-sample t-test for comparing two population means?,0: 1: The test prep company gives each student a pretest. Then each student completes the live online test prep class. Afterwards; each student takes a posttest. The test prep company wants to compare the pretest and posttest GRE scores for each student to see whether the data will show an improvement. 2: The test prep company randomly divides the students into two groups. One of the groups receives the face to face test prep class and the other group receives the live online test prep class. After completing their test prep course; each student takes the GRE and the test prep company compares the test scores of the two groups. 3: The students take part of their GRE test prep course online and the remaining part in the face to face method. The test prep company asks the students which they liked better. The company wants to determine if the majority prefer the online class.,The test prep company randomly divides the students into two groups. One of the groups receives the face to face test prep class and the other group receives the live online test prep class. After completing their test prep course; each student takes the GRE and the test prep company compares the test scores of the two groups.,
_u5_inference,_m2_inference_for_relationships,We suspect the overall mean monthly rent of apartments in Shadyside is higher than in Oakland; so we survey a random sample of OaklandShadysideWhich of the following is the most appropriate statistical test to use to determine if the overall mean monthly rent of apartments in Shadyside is higher than in Oakland?,0: 1: Matched pairs t-test 2: Two-sample t-test 3: ANOVA 4: Chi-squared test for independence 5: Inference for regression,Two-sample t-test,
_u5_inference,_m2_inference_for_relationships,At the beginning of the semester; students who registered for a statistics course were randomly assigned to two sections; each taught by a different instructor. At the end of the semester; we would like to test whether there are differences in performance on the final exam between the two sections.Which of the following is the most appropriate statistical test to use to test whether there are differences in performance on the final exam between the two sections?,0: 1: Matched pairs t-test 2: Two-sample t-test 3: ANOVA 4: Chi-squared test for independence 5: Inference for regression,Two-sample t-test,
_u5_inference,_m2_inference_for_relationships,An athletic trainer wants to find out if there is a significant difference in the mean height of football players and basketball players in a large school district. She randomly selects 100 high school varsity football players and 100 high school varsity basketball players to compare the mean heights for each group.Which of the following is the most appropriate statistical test to use to determine if there is a significant difference in mean height between basketball and football players?,0: 1: Matched pairs t-test 2: Two-sample t-test 3: ANOVA 4: Chi-squared test for independence 5: Inference for regression,Two-sample t-test,
_u5_inference,_m2_inference_for_relationships,A psychologist wants to study whether there is a difference in the effectiveness of two different talk therapy techniques (exposure therapy or cognitive behavioral therapy) on phobia symptom severity. The psychologist randomly assigns a large group of clients suffering from a phobia into one of the two treatment conditions: exposure therapy or cognitive behavioral therapy. After 8 weeks of therapy; the psychologist assesses the phobia symptoms of both groups of clients using a questionnaire that gives a number between 0 to 40 to indicate the severity of the client’s phobia symptoms.Which of the following is the most appropriate statistical test to use to determine if there is a significant difference between exposure therapy and cognitive behavior therapy on phobia symptoms?,0: 1: Matched pairs t-test 2: Two-sample t-test 3: ANOVA 4: Chi-squared test for independence 5: Inference for regression,Two-sample t-test,
_u5_inference,_m2_inference_for_relationships,Advertising researchers claim that the power of curiosity can be harnessed to design an effective Internet advertising strategy that results in a better evaluation of the advertised product. They develop six advertising texts with varying amounts of "curiosity" triggers. College students are randomly assigned to one of the six versions of the advertisement text and their evaluation score of the advertised product is recorded.Which of the following is the most appropriate statistical test to use to test if the six versions of the advertisement text differ in their evaluation score?,0: 1: Matched pairs t-test 2: Two-sample t-test 3: ANOVA 4: Chi-squared test for independence 5: Inference for regression,ANOVA,
_u5_inference,_m2_inference_for_relationships,We select random samples from several racial/ethnic categories (Caucasian; African American; Hispanic; Asian American) to determine if there is a difference in overall mean earnings among the groups.Which of the following is the most appropriate statistical test to use to test if their is a difference in overall mean earnings among different racial/ethnic groups?,0: 1: Matched pairs t-test 2: Two-sample t-test 3: ANOVA 4: Chi-squared test for independence 5: Inference for regression,ANOVA,
_u5_inference,_m2_inference_for_relationships,Movie executives want to know if a movie watcher’s heart rate increases when they watch certain types of movies. Subjects in the experiment were given a free movie ticket and randomly assigned to watch one of four movies: an action-adventure film; a horror film; a romantic comedy; or an animated children’s film. They measured the average heart rate of all subjects while watching the assigned film.Which of the following is the most appropriate statistical test to use to test if the average heart rate of the movie watchers was different for the four types of movies?,0: 1: Matched pairs t-test 2: Two-sample t-test 3: ANOVA 4: Chi-squared test for independence 5: Inference for regression,ANOVA,
_u5_inference,_m2_inference_for_relationships,Movie executives want to know if a movie watcher’s heart rate increases when they watch certain types of movies. Subjects in the experiment were given a free movie ticket and randomly assigned to watch one of four movies: an action-adventure film; a horror film; a romantic comedy; or an animated children’s film. They measured the average heart rate of all subjects while watching the assigned film.Which of the following is the most appropriate statistical test to use to test if the average heart rate of the movie watchers was different for the four types of movies?,0: 1: Matched pairs t-test 2: Two-sample t-test 3: ANOVA 4: Chi-squared test for independence 5: Inference for regression,ANOVA,
_u5_inference,_m2_inference_for_relationships,Researchers question whether college students' choice of declared academic major is related to gender.Which of the following is the most appropriate statistical test to use to determine if academic major is related to gender?,0: 1: Matched pairs t-test 2: Two-sample t-test 3: ANOVA 4: Chi-squared test for independence 5: Inference for regression,Chi-squared test for independence,
_u5_inference,_m2_inference_for_relationships,We want to test for a relationship between race/ethnicity and marital status (married/never married/divorced/widowed).Which of the following is the most appropriate statistical test to use to determine if there is a relationship between race and marital status?,0: 1: Matched pairs t-test 2: Two-sample t-test 3: ANOVA 4: Chi-squared test for independence 5: Inference for regression,Chi-squared test for independence,
_u5_inference,_m2_inference_for_relationships,Researchers question whether there is a relationship between employment status (employed full-time; employed part-time; unemployed) and highest level of education attained (some high school; graduated high school; some college; graduated college).Which of the following is the most appropriate statistical test to use to determine if employment status is related to education level?,0: 1: Matched pairs t-test 2: Two-sample t-test 3: ANOVA 4: Chi-squared test for independence 5: Inference for regression,Chi-squared test for independence,
_u5_inference,_m2_inference_for_relationships,Which of the following is the most appropriate statistical test to use to determine if there is a relationship between smoking status (never smoked; former smoker; current smoker) and whether a person has ever had cancer (yes or no)?,0: 1: Matched pairs t-test 2: Two-sample t-test 3: ANOVA 4: Chi-squared test for independence 5: Inference for regression,Chi-squared test for independence,
_u5_inference,_m2_inference_for_relationships,We suspect that automobile insurance premiums (in dollars) may be steadily decreasing with the driver's driving experience (in years); so we choose a random sample of drivers who have similar automobile insurance coverage and collect data about their ages and insurance premiums.Which of the following is the most appropriate statistical test to use to determine if insurance premiums are decreasing with the driver's driving experience?,0: 1: Matched pairs t-test 2: Two-sample t-test 3: ANOVA 4: Chi-squared test for independence 5: Inference for regression,Inference for regression,
_u5_inference,_m2_inference_for_relationships,We want to explore the relationship between the prices of diamond rings and the weights of their diamond stones.Which of the following is the most appropriate statistical test to use to determine if there is a relationship between the price and weight of diamond rings?,0: 1: Matched pairs t-test 2: Two-sample t-test 3: ANOVA 4: Chi-squared test for independence 5: Inference for regression,Inference for regression,
_u5_inference,_m2_inference_for_relationships,Suppose an economist wishes to determine the relationship between the age and price of houses. A study yields the following data:If column 1 is the age of the home in years; and column 2 is the price of the home (in hundreds of thousands of dollars); which of the following is the appropriate inference method to analyze these data?,0: 1: Matched pairs 2: Two independent samples 3: Inference for regression,Inference for regression,
_u5_inference,_m2_inference_for_relationships,A researcher wants to explore the relationship between the following two variables; Weight 1 and Weight 2.In preparing for a balsa wood bridge challenge; students weighed (in g) a random sample of five balsa wood designs and recorded these data as Weight 1. They also recorded the maximum weight (in kg) that the bridge could support. If the students want to know if there is an association between the weight of the bridge (in g) and the maximum weight supported (in kg); which of the following is the appropriate inference method to analyze these data?,0: 1: Matched pairs 2: Two independent samples 3: Inference for regression,Inference for regression,
_u5_inference,_m2_inference_for_relationships,A chemistry professor suspects that there is a relationship between the number of classes a student misses and that student’s score on the final exam (from 0 to 100%). The professor chooses a random sample of students in Introduction to Chemistry and collects data about each student’s final exam score and number of missed days of class.Which of the following is the most appropriate statistical test to use to determine if there is a relationship between number of missed classes and final exam scores?,0: 1: Matched pairs 2: Two-sample t-test 3: ANOVA 4: Chi-squared test for independence 5: Inference for regression,Inference for regression,
_u5_inference,_m2_inference_for_relationships,We want to explore the difference between salary (in dollars) and the number of years of job experience that an employee has.Which of the following is the most appropriate statistical test to use to determine if there is a relationship between salary and years of experience?,0: 1: Matched pairs 2: Two-sample t-test 3: ANOVA 4: Chi-squared test for independence 5: Inference for regression,Inference for regression,
_u5_inference,_m2_inference_for_relationships,Suppose a classroom teacher wants to measure whether offering candy as a reward will increase the number of times that a student raises his/her hand to answer a question in class. A study yields the following data. RowC1C2 1912 278 31514 41011 587If column 1 is the number of candy rewards given for answering questions during a lesson; and column 2 is the number of students who raise their hand to answer questions during a lesson; which of the following is the appropriate inference method to analyze these data?,0: 1: Matched pairs 2: Two independent samples 3: Inference for regression,Inference for regression,
_u5_inference,_m2_inference_for_relationships,A researcher wants to explore the relationship between two variables: Time 1 and Time 2. Time 1Time 2 421400 390383 459436 384362 403392A group of student athletes was training for an obstacle course event by practicing a variety of exercises. Their coach wanted to know if the exercises were in fact related to their time to complete the obstacle course. Time 1 was each athlete’s time (in seconds) for 20 repetitions of shuttle runs (running back and forth between 2 cones placed 25 meters apart) during training. Time 2 was the same athlete’s time (in seconds) to complete the obstacle course during the competition. If the coach wants to see if there was an association between time to complete 20 shuttle runs during training (in seconds) and the time to complete the obstacle course during competition (in seconds); which of the following is the appropriate inference method to analyze these data?,0: 1: Matched pairs 2: Two independent samples 3: Inference for regression,Inference for regression,
_u5_inference,_m2_inference_for_relationships,To test whether Internet use increases depression score; we measure the depression scores of a random sample of non-Internet-users; have them use the Internet for a specified time; then measure their depression scores again.Which of the following is the most appropriate statistical test to use to test if Internet use decreases depression score?,0: 1: Matched pairs t-test 2: Two-sample t-test 3: ANOVA 4: Chi-squared test for independence 5: Inference for regression,Matched pairs t-test
_u5_inference,_m2_inference_for_relationships,A physical therapy researcher was interested in determining the impact of two different exercises. The investigator suspected that the two exercises produced a different level of activity in the muscle. Each of 16 subjects performed both exercise 1 and exercise 2; and the results are shown (for each subject; the order of the exercises was randomly assigned and sufficient rest time was provided between the two exercises).Which of the following is the most appropriate statistical test to use to determine the impact of the two difference exercises?,0: 1: Matched pairs t-test 2: Two-sample t-test 3: ANOVA 4: Chi-squared test for independence 5: Inference for regression,Matched pairs t-test
_u5_inference,_m2_inference_for_relationships,Suppose an economist wishes to determine the relationship between the age and price of houses. A study yields the following data:If column 1 is the price (in hundreds of thousands of dollars) of a sample of five houses from ten years ago; and column 2 is the price (in hundreds of thousands of dollars) of the same homes today; which of the following is the appropriate inference method to analyze these data?,0: 1: Matched pairs 2: Two independent samples 3: Inference for regression,Matched pairs
_u5_inference,_m2_inference_for_relationships,A researcher wants to explore the relationship between the following two variables; Weight 1 and Weight 2.Suppose that Weight 1 is the weight (in pounds) of a sample of five individuals before beginning a weight-loss diet; and Weight 2 is the weight in (pounds) of the sameIf we would like to test the effectiveness of the diet; which of the following is the appropriate inference method to analyze these data?,0: 1: Matched pairs 2: Two independent samples 3: Inference for regression,Matched pairs
_u5_inference,_m2_inference_for_relationships,A health researcher was interested in finding out whether the DASH diet can lower a dieter’s blood pressure. Researchers compared the blood pressure before going on the diet with the same subject’s blood pressure after 12 weeks on the DASH diet.Which of the following is the most appropriate statistical test to use to test whether the DASH diet lowers blood pressure?,0: 1: Matched pairs t-test 2: Two-sample t-test 3: ANOVA 4: Chi-squared test for independence 5: Inference for regression,Matched pairs t-test
_u5_inference,_m2_inference_for_relationships,A researcher wanted to see if there was a "white coat effect" where a patient's systolic blood pressure was higher when it was taken at a doctor's office rather than at home. Patients were given a small blood pressure machine and told to take a measurement while they were at home and then they took another measurement with the same machine while at the doctor's office. The results are shown below for 16 patients taking their own blood pressure at home and at the doctor’s office.Which of the following is the most appropriate statistical test to use to determine the impact of the two different locations on a patient’s blood pressure?,0: 1: Matched pairs t-test 2: Two-sample t-test 3: ANOVA 4: Chi-squared test for independence 5: Inference for regression,Matched pairs t-test
_u5_inference,_m2_inference_for_relationships,A researcher wants to explore the relationship between two variables: Time 1 and Time 2. Time 1Time 2 421400 390383 459436 384362 403392Suppose Time 1 is the time (in seconds) that a beginning chess player takes to make their next move when presented with a particular chess configuration (Sea Cadet’s mate) before they receive special training on a variety of chess moves; including Sea Cadet’s mate. Time 2 is the time (in seconds) that the same player takes to make their next move when presented with the configuration for Sea Cadet’s mate after being trained to recognize and respond to that configuration. The researcher would like to test the effectiveness of the training by comparing the time needed to make a move before and after the specialized training session to see if there was a decrease in the time that the beginner chess players took to make the move.If we would like to test the effectiveness of the training; which of the following is the appropriate inference method to analyze these data?,0: 1: Matched pairs 2: Two independent samples 3: Inference for regression,Matched pairs
_u5_inference,_m2_inference_for_relationships,Suppose a classroom teacher wants to measure whether offering candy as a reward will increase the number of times that a student raises his/her hand to answer a question in class. A study yields the following data. RowC1C2 1912 278 31514 41011 587If column 1 is the number of times that a student raised their hand to answer a question before the candy reward was implemented; and column 2 is the number of times that the same students raised their hands to answer questions after the candy reward was implemented; which of the following is the appropriate inference method to analyze these data?,0: 1: Matched pairs 2: Two independent samples 3: Inference for regression,Matched pairs
_u5_inference,_m2_inference_for_relationships,Suppose an economist wishes to determine the relationship between the age and price of houses. A study yields the following data:If column 1 is the price (in hundreds of thousands of dollars) of a sample of five houses from ten years ago; and column 2 is the price (in hundreds of thousands of dollars) of a sample of a different five houses from today; which of the following is the appropriate inference method to analyze these data?,0: 1: Matched pairs 2: Two independent samples 3: Inference for regression,Two independent samples,
_u5_inference,_m2_inference_for_relationships,A researcher wants to explore the relationship between the following two variables; Weight 1 and Weight 2.If Weight 1 is the weight (in pounds) of a random sample of five men who were accepted as models; and Weight 2 is the weight (in pounds) of a random sample of five men who were rejected as models; which of the following is the appropriate inference method to analyze these data?,0: 1: Matched pairs 2: Two independent samples 3: Inference for regression,Two independent samples,
_u5_inference,_m2_inference_for_relationships,Suppose a classroom teacher wants to measure whether offering candy as a reward will increase the number of times that a student raises his/her hand to answer a question in class. A study yields the following data. RowC1C2 1912 278 31514 41011 587If column 1 is the number of times each student raised their hand in one classroom where no reward is used; and column 2 is the number of times that a different set of students raised their hand in another classroom where the teacher uses candy as a reward; which of the following is the appropriate inference method to analyze these data?,0: 1: Matched pairs 2: Two independent samples 3: Inference for regression,Two independent samples,
_u5_inference,_m2_inference_for_relationships,A researcher wants to explore the relationship between two variables: Time 1 and Time 2. Time 1Time 2 421400 390383 459436 384362 403392If Time 1 is the time (in seconds) that it took for a random sample of five female college tennis players to run a mile; and Time 2 is the time (in seconds) of a random sample of five female college basketball players to run a mile; which of the following is the appropriate inference method to analyze these data?,0: 1: Matched pairs 2: Two independent samples 3: Inference for regression,Two independent samples,
_u5_inference,_m2_inference_for_relationships,Do oddsmakers believe that teams who play at home will have home field advantage? Specifically; do oddsmakers give higher point spreads when the favored team plays home games as compared to when the favored team plays away games?Two samples were randomly selected from three complete National Football League seasons (1989; 1990; and 1991). The first sample consisted of 50 games; where the favored team played in a home game; while the second sample consisted of 50 games; where the favored team played in an away game. The oddsmakers’ point spreads (which are the number of points by which the favored team is predicted to beat the weaker team) were then collected.If µ12,0: 1: H 2: 0 3: 1 4: 2 5: H 6: a 7: 1 8: 2 9: H 10: 0 11: 1 12: 2 13: H 14: a 15: 1 16: 2 17: H 18: 0 19: 1 20: 2 21: H 22: a 23: 1 24: 2 25: H 26: 0 27: 1 28: 2 29: H 30: a 31: 1 32: 2,2,
_u5_inference,_m2_inference_for_relationships,Do college students who are in a fraternity or sorority attend more parties than college students who are not affiliated with a fraternity or sorority? A statistics class randomly selected 50 students who were in a fraternity or sorority and 50 students who were not affiliated with a fraternity or sorority and asked them to report how many parties they had attended in the past month.If µ1 and µ2 represent the number of parties attended by the fraternity and sorority members (µ1) and the unaffiliated students (µ2); respectively; which of the following is the appropriate pair of hypotheses in this case?,0: 1: H 2: 0 3: 1 4: 2 5: H 6: a 7: 1 8: 2 9: H 10: 0 11: 1 12: 2 13: H 14: a 15: 1 16: 2 17: H 18: 0 19: 1 20: 2 21: H 22: a 23: 1 24: 2 25: H 26: 0 27: 1 28: 2 29: H 30: a 31: 1 32: 2,2,
_u5_inference,_m2_inference_for_relationships,The mortality rate from melanoma (skin cancer) during the 1950s was recorded for each of the 48 contiguous United States; plus Washington; D.C. (as reported by Fisher and Van Belle (1993) and found at http://www.stat.psu.edu/~lsimon/stat501wc/sp05/data/The following is the scatterplot of the data:The plot shows a negative linear relationship between the latitude of the state and melanoma mortality rate.Which of the following is an appropriate interpretation of the negative relationship shown in the scatterplot above?,0: 1: The more southern the state; the higher the melanoma death rate. 2: The more northern the state; the higher the melanoma death rate. 3: The more southern the state; the more people that died of melanoma.,The more southern the state; the higher the melanoma death rate.
_u5_inference,_m2_inference_for_relationships,Rainfall and corn crop yield reported for the 38 years from 1890 through 1927 give us the scatterplot shown below with an r = 0.0426. Yield is the number of ears of corn measured in metric tons per hectare; rainfall is in inches.Based on corn crop yield from Ezekiel; M. and K. A. Fox. (1959). Methods of Correlation and Regression AnalysisThe plot shows a positive linear relationship between the inches of rainfall and the size of the corn yield.Which of the following is an appropriate interpretation of the relationship in the data shown above?,0: 1: The growth rate of corn is positively affected by more rainfall. 2: The more rain; the lower the yield of corn. 3: Rainfall seems to have a positive effect on the yield of corn.,Rainfall seems to have a positive effect on the yield of corn.,
_u5_inference,_m2_inference_for_relationships,A management consultant was interested in whether workers who telecommute are as productive as those who work in the office. She randomly selected 60 workers who were in each of the following three groups: (1) full-time office workers; (2) part-time telecommuters; (3) full time telecommuters. After analyzing the data; the consultant noticed that the variation within groups was large relative to the the variation between sample means.Which of the following is the most correct interpretation of this data?,0: 1: The F statistic will be relatively large; so it is likely that the researcher can conclude that the population means may be equal. 2: The F statistic will be relatively large; so it is likely that the researcher can conclude that the population means are not all equal. 3: The F statistic will be relatively small; so it is likely that the researcher can conclude that the population means may be equal. 4: The F statistic will be relatively small; so it is likely that the researcher can conclude that the population means are not all equal.,The F statistic will be relatively small; so it is likely that the researcher can conclude that the population means may be equal.,
_u5_inference,_m2_inference_for_relationships,A psychology program coordinator was interested in whether there was a difference in salary for the mental health counseling graduates of her master’s degree program based on whether they obtained employment in (1) a sole proprietor private practice; (2) a group private practice; (3) hospitals or (4) government agencies. After analyzing the data for 90 recent graduates; the consultant noticed that the variation within groups was small relative to the the variation between sample means.Which of the following is the most correct interpretation of this data?,0: 1: The F statistic will be relatively large; so it is likely that the researcher can conclude that the population means may be equal. 2: The F statistic will be relatively large; so it is likely that the researcher can conclude that the population means are not all equal. 3: The F statistic will be relatively small; so it is likely that the researcher can conclude that the population means may be equal. 4: The F statistic will be relatively small; so it is likely that the researcher can conclude that the population means are not all equal.,The F statistic will be relatively large; so it is likely that the researcher can conclude that the population means are not all equal.,
_u5_inference,_m2_inference_for_relationships,To determine whether there is a relationship between the type of school attended and verbal reasoning scores for Irish students; three samples with 25 students; in each group; were randomly selected from data used by Raferty and Hout (1985). One group of students attended secondary school; the second group of students attended vocational school; and the third group consisted of students who attended only primary school.Raftery; A.E. and Hout; M. (1985). Does Irish education approach the meritocratic ideal? A logistic analysis. Economic and Social ReviewThe following hypotheses were tested:H0123Ha123The analysis was run on the data and the following output was obtained:Which of the following is an appropriate conclusion based on the output?,0: 1: Fail to reject H 2: 0 3: Fail to reject H 4: 0 5: Reject H 6: 0 7: Reject H 8: 0,Fail to reject H,
_u5_inference,_m2_inference_for_relationships,A medical school admissions officer was interested in whether there is a difference in MCAT test scores (the standardized test used for medical school admission) between (1) biological sciences majors; (2) social science majors and (3) math majors. The admissions officer randomly sampled 50 students from each of these majors who applied to medical school in 2014 and recorded their MCAT score. The following hypotheses were tested:H0123Ha123The analysis was run on the data and the following output was obtained:ANOVA Table SourceDFSSMSF-StatP-Value Treatments2304.11487152.057435.11960030.0071 Error1474366.052329.701036 Total1494670.1672Which of the following is an appropriate conclusion based on the output?,0: 1: Fail to reject H 2: 0 3: Fail to reject H 4: 0 5: Reject H 6: 0 7: Reject H 8: 0,Fail to reject H,
_u5_inference,_m2_inference_for_relationships,To determine whether there is a relationship between the type of school attended and verbal reasoning scores for Irish students; three samples with 25 students; in each group; were randomly selected from data used by Raferty and Hout (1985). One group of students attended secondary school; the second group of students attended vocational school; and the third group consisted of students who attended only primary school.Raftery; A. E. and Hout; M. (1985). "Does Irish education approach the meritocratic ideal? A logistic analysis." Economic and Social ReviewLet µ123 Which of the following are the appropriate null and alternative hypotheses?,0: 1: H 2: 0 3: 1 4: 2 5: 3 6: H 7: a 8: 1 9: 2 10: 3 11: H 12: 0 13: 1 14: 2 15: 3 16: H 17: a 18: 1 19: 2 20: 3 21: H 22: 0 23: 1 24: 2 25: 3 26: H 27: a 28: 1 29: 2 30: 3 31: H 32: 0 33: 1 34: 2 35: 3 36: H 37: a 38: 1 39: 2 40: 3,H
_u5_inference,_m2_inference_for_relationships,A medical school admissions officer was interested in whether there is a difference in MCAT test scores (the standardized test used for medical school admission) between (1) biological sciences majors; (2) social science majors and (3) math majors. The admissions officer randomly sampled 50 students from each of these majors who applied to medical school in 2014 and recorded their MCAT score. Let µ123 Which of the following are the appropriate null and alternative hypotheses?,0: 1: H 2: 0 3: 1 4: 2 5: 3 6: H 7: a 8: 1 9: 2 10: 3 11: H 12: 0 13: 1 14: 2 15: 3 16: H 17: a 18: 1 19: 2 20: 3 21: H 22: 0 23: 1 24: 2 25: 3 26: H 27: a 28: 1 29: 2 30: 3 31: H 32: 0 33: 1 34: 2 35: 3 36: H 37: a 38: 1 39: 2 40: 3,H
