Age,Gender,Comp
25,Male,11
35,Male,14
29,Female,12
35,Male,16
20,Male,14
40,Female,4
56,Male,7
40,Male,14
37,Male,15
47,Male,10
33,Female,21
34,Female,13
35,Male,9
39,Male,22
40,Female,15
24,Male,20
24,Female,16
31,Female,13
24,Male,20
27,Female,12
19,Female,21
57,Female,9
51,Male,12
23,Male,25
32,Male,26
36,Male,12
44,Male,7
33,Female,20
18,Female,15
32,Female,25
45,Male,19
69,Male,6
58,Female,3
24,Female,24
56,Male,13
41,Female,14
79,Female,0
71,Female,2
45,Male,8
37,Female,13
30,Female,16
37,Female,13
53,Female,6
30,Female,15
60,Male,2
50,Female,11
32,Female,15
33,Female,21
25,Female,16
46,Female,15
88,Female,0
42,Female,13
71,Male,7
42,Female,5
30,Male,16
82,Male,0
49,Male,1
67,Female,0
41,Female,15
34,Female,20
23,Female,17
33,Male,12
20,Male,12
31,Female,30
76,Male,1
39,Female,11
42,Male,17
37,Male,8
57,Female,7
59,Female,5
46,Male,0
30,Male,19
35,Male,17
27,Male,20
80,Male,1
56,Female,11
52,Male,8
49,Male,8
30,Female,19
31,Female,22
47,Male,11
58,Female,1
48,Female,13
34,Female,10
56,Male,8
34,Female,14
44,Female,10
45,Female,8
28,Male,20
20,Male,13
47,Female,3
28,Female,20
65,Male,9
20,Female,18
32,Female,19
42,Male,14
73,Female,5
27,Female,21
28,Female,21
67,Female,4
36,Male,6
24,Female,23
31,Female,20
43,Female,17
86,Female,1
61,Male,3
20,Female,21
32,Male,31
28,Female,23
59,Female,7
28,Female,16
58,Male,2
25,Female,18
89,Female,3
57,Female,0
72,Male,5
40,Male,10
18,Male,19
43,Female,9
54,Female,13
53,Male,10
57,Male,6
74,Male,0
43,Female,8
45,Female,1
27,Male,13
19,Female,12
21,Male,21
21,Female,21
45,Male,6
48,Male,9
75,Male,3
25,Female,19
23,Female,9
39,Female,14
29,Male,22
56,Male,14
27,Female,23
44,Male,10
20,Male,22
23,Female,17
75,Female,0
40,Female,14
78,Female,5
35,Male,10
60,Male,8
18,Male,29
59,Female,3
43,Female,10
45,Male,9
45,Female,7
37,Female,17
70,Female,4
35,Female,12
39,Female,15
30,Male,12
55,Female,2
34,Female,12
43,Female,8
43,Male,9
28,Female,9
44,Male,1
32,Female,23
21,Male,18
20,Female,27
61,Male,5
26,Male,27
18,Female,21
38,Male,16
29,Female,21
62,Female,1
34,Female,12
24,Female,16
43,Male,7
86,Male,1
40,Female,17
40,Male,7
35,Male,14
30,Female,19
60,Female,3
71,Female,0
27,Male,15
75,Male,0
53,Female,1
53,Male,4
38,Male,14
35,Female,14
49,Female,5
36,Male,14
31,Female,27
63,Male,0
52,Male,5
42,Male,9
60,Female,7
21,Female,23
79,Female,0
66,Male,1
49,Female,4
35,Male,11
46,Male,12
62,Male,8
19,Male,29
50,Male,12
37,Male,12
65,Female,4
23,Male,10
54,Female,8
64,Female,3
27,Female,23
41,Female,14
33,Male,20
23,Female,9
70,Male,6
43,Female,15
58,Male,7
30,Female,16
68,Female,1
83,Female,0
49,Male,12
54,Male,7
39,Male,11
26,Male,27
42,Male,11
75,Female,0
24,Female,8
41,Male,15
52,Male,12
37,Male,11
34,Female,18
25,Male,22
51,Male,11
43,Female,3
26,Female,19
43,Male,9
52,Male,8
36,Female,14
40,Male,11
74,Male,6
48,Male,5
34,Male,7
22,Female,21
54,Female,8
78,Male,4
21,Female,9
27,Male,14
61,Female,4
61,Female,3
41,Female,11
40,Male,13
52,Male,6
20,Male,12
21,Female,14
19,Female,19
58,Male,2
76,Female,1
40,Male,11
79,Female,7
53,Female,0
89,Female,0
27,Female,20
34,Female,19
42,Male,16
44,Male,7
66,Male,5
27,Male,19
45,Male,13
19,Female,26
59,Male,6
34,Female,11
24,Female,18
34,Male,11
32,Female,22
29,Female,16
45,Female,3
31,Female,20
49,Male,6
33,Female,16
43,Female,7
24,Female,24
53,Female,7
52,Female,0
37,Male,15
48,Male,8
32,Male,26
32,Female,22
63,Male,0
44,Female,4
32,Female,19
25,Female,19
73,Male,5
31,Male,23
49,Female,6
31,Female,19
24,Male,20
27,Male,17
26,Female,21
43,Female,8
28,Female,13
41,Female,11
75,Male,0
64,Female,1
54,Male,8
25,Female,27
27,Female,22
25,Male,21
43,Male,9
54,Male,4
41,Female,15
38,Male,12
27,Female,25
73,Male,0
21,Female,15
64,Male,4
42,Female,1
34,Female,15
35,Male,7
43,Female,7
44,Male,15
43,Male,13
51,Female,11
47,Male,10
37,Male,14
36,Female,15
63,Male,9
30,Female,24
61,Female,3
47,Female,15
48,Female,8
29,Male,25
27,Male,26
77,Male,0
31,Male,23
62,Female,7
68,Male,1
20,Female,18
40,Female,16
58,Male,16
89,Female,0
27,Female,11
55,Male,4
25,Male,21
33,Female,13
37,Female,11
46,Male,10
58,Male,6
68,Male,10
38,Female,14
65,Male,2
25,Male,16
42,Female,10
33,Female,20
41,Male,18
82,Female,0
18,Male,17
24,Male,14
20,Male,14
49,Male,11
48,Male,10
25,Male,14
19,Male,22
24,Female,16
20,Female,15
66,Female,2
43,Female,5
55,Male,0
29,Female,8
32,Male,8
24,Female,11
34,Female,22
38,Male,6
57,Female,10
39,Female,17
61,Female,9
50,Female,8
41,Male,9
25,Male,13
60,Female,5
51,Female,11
38,Male,10
43,Male,17
42,Female,4
25,Female,16
46,Female,10
36,Male,19
27,Male,22
21,Female,18
23,Female,12
44,Male,10
41,Male,9
36,Female,8
35,Male,17
49,Male,10
39,Female,10
45,Male,18
27,Female,17
25,Female,18
27,Male,24
39,Male,7
33,Male,17
56,Female,3
43,Female,1
35,Female,14
57,Male,5
40,Female,16
53,Male,2
21,Female,16
39,Male,14
39,Male,10
22,Female,27
76,Male,3
87,Male,0
54,Male,6
28,Male,22
65,Male,9
20,Female,20
70,Male,3
39,Male,11
27,Male,21
55,Male,3
48,Female,4
43,Male,7
27,Male,19
44,Female,8
30,Male,26
45,Female,10
71,Female,7
33,Female,22
43,Female,10
55,Male,4
24,Female,17
22,Male,19
73,Male,2
39,Female,8
44,Female,8
30,Female,26
36,Male,17
51,Male,6
25,Female,18
57,Female,0
58,Female,3
48,Male,14
37,Male,16
64,Female,7
76,Male,0
52,Female,12
68,Female,0
36,Female,18
59,Female,7
21,Female,15
36,Female,12
31,Male,25
29,Male,20
41,Female,11
56,Female,0
71,Male,4
21,Female,16
54,Female,7
62,Male,4
66,Female,4
59,Male,9
21,Male,18
46,Female,5
35,Male,10
63,Male,6
35,Male,17
31,Female,24
50,Female,13
68,Female,6
52,Male,15
51,Female,3
86,Male,0
55,Female,0
22,Male,22
45,Female,15
41,Male,11
59,Female,0
29,Male,17
38,Female,15
41,Male,9
41,Female,9
51,Male,12
41,Female,19
57,Female,2
77,Female,0
38,Female,14
82,Male,1
35,Female,14
45,Female,9
65,Female,1
43,Female,6
35,Female,18
75,Female,0
25,Male,17
48,Male,13
53,Female,3
57,Female,7
35,Male,16
40,Male,9
61,Female,3
74,Male,3
69,Male,8
46,Male,9
56,Male,4
30,Female,21
63,Female,5
29,Male,21
27,Male,14
40,Male,15
60,Female,0
59,Male,5
33,Female,22
21,Female,14
33,Female,18
50,Female,8
35,Male,20
21,Female,20
21,Female,13
52,Female,5
46,Male,13
39,Female,12
35,Male,8
64,Male,1
70,Female,3
81,Female,1
38,Male,13
46,Female,10
33,Male,18
32,Male,22
55,Male,2
54,Male,7
49,Female,1
42,Female,9
35,Male,10
58,Male,4
25,Female,12
40,Male,7
80,Male,1
20,Female,16
63,Male,3
48,Male,13
55,Male,1
78,Female,0
58,Male,9
25,Female,19
51,Female,9
22,Male,20
78,Male,6
42,Female,10
84,Female,0
49,Female,9
33,Female,23
85,Female,1
40,Female,12
69,Male,1
18,Male,16
35,Female,13
63,Male,10
33,Male,20
30,Female,20
33,Male,16
30,Female,20
54,Male,9
41,Female,10
27,Male,14
91,Female,0
25,Male,19
20,Female,15
24,Female,22
32,Female,29
43,Female,9
57,Male,2
41,Male,10
32,Female,19
60,Female,1
85,Female,0
37,Female,13
48,Female,9
31,Male,22
35,Female,8
20,Male,8
49,Male,8
36,Female,11
32,Male,18
38,Female,15
61,Female,2
24,Female,10
88,Female,2
29,Female,21
64,Male,7
78,Male,3
30,Female,23
46,Male,4
47,Female,5
30,Female,15
25,Female,25
31,Male,27
21,Male,15
78,Male,0
49,Male,7
26,Female,16
46,Male,5
42,Male,19
38,Male,8
39,Male,13
54,Male,10
53,Male,3
24,Female,25
20,Male,18
54,Male,16
71,Male,9
28,Male,21
41,Female,6
20,Male,20
55,Male,7
46,Female,12
54,Male,6
54,Female,8
24,Female,20
25,Male,6
34,Female,12
60,Female,1
47,Male,6
38,Female,16
67,Male,3
41,Female,7
35,Female,5
44,Female,11
21,Male,20
69,Male,0
53,Female,3
38,Female,12
69,Male,9
88,Female,0
21,Male,18
44,Female,7
67,Male,3
39,Male,12
56,Male,0
48,Female,10
33,Female,22
59,Female,9
25,Male,7
43,Male,9
18,Male,13
56,Female,11
70,Female,2
31,Female,16
61,Female,6
24,Male,15
62,Male,2
57,Male,2
44,Male,10
45,Female,1
50,Male,7
49,Male,5
53,Female,4
23,Female,23
39,Female,10
44,Male,8
37,Female,11
29,Female,29
63,Male,2
60,Female,0
50,Male,10
91,Female,0
37,Female,12
51,Female,8
77,Male,3
28,Female,24
66,Female,0
42,Male,10
66,Male,2
42,Female,16
51,Male,4
47,Female,11
72,Male,8
57,Male,2
22,Male,21
37,Male,8
31,Male,19
23,Female,16
49,Male,6
43,Male,13
76,Male,5
81,Female,0
72,Female,1
62,Male,3
19,Male,18
28,Male,19
51,Male,5
50,Male,11
23,Female,19
78,Female,0
31,Male,10
48,Male,12
54,Male,11
21,Female,20
70,Male,2
26,Male,11
75,Female,0
23,Male,14
86,Female,1
36,Male,19
27,Male,18
28,Female,17
33,Female,24
52,Female,5
31,Female,27
27,Female,24
70,Male,10
44,Male,11
33,Male,16
58,Female,10
21,Female,22
58,Female,6
34,Male,20
40,Female,18
35,Male,11
30,Female,16
20,Female,24
40,Male,9
56,Female,1
19,Female,17
40,Female,14
36,Male,8
47,Male,5
24,Male,13
42,Female,7
43,Female,4
64,Female,0
58,Female,0
28,Male,16
51,Male,1
61,Female,3
37,Male,10
35,Male,5
55,Female,6
33,Female,22
61,Male,6
42,Female,9
56,Male,6
31,Female,15
39,Female,9
74,Male,4
42,Male,13
47,Female,13
21,Female,10
34,Male,17
54,Female,9
53,Female,5
28,Male,26
25,Female,23
29,Male,29
49,Male,2
50,Female,9
18,Female,20
34,Male,15
35,Female,14
37,Male,8
62,Male,8
68,Female,4
87,Female,3
25,Male,20
73,Male,0
30,Male,18
27,Male,14
75,Male,1
64,Female,3
26,Female,20
36,Male,12
40,Male,11
37,Female,9
48,Male,6
25,Male,19
45,Female,4
26,Male,21
32,Female,20
29,Male,24
67,Female,4
84,Female,0
30,Female,18
40,Female,7
59,Male,0
25,Male,20
46,Male,9
37,Male,10
22,Female,22
55,Female,7
28,Male,17
24,Female,20
28,Female,22
69,Male,6
76,Female,1
52,Male,6
44,Male,13
26,Male,23
47,Female,9
39,Male,20
58,Female,2
57,Male,8
65,Male,7
32,Female,21
45,Male,7
42,Male,6
53,Female,1
41,Female,16
74,Female,1
35,Male,16
23,Female,17
34,Male,15
18,Female,26
53,Male,7
32,Female,20
24,Male,19
52,Female,14
24,Male,12
58,Female,0
32,Female,27
35,Female,13
32,Male,16
87,Male,1
42,Male,11
60,Male,9
37,Female,8
52,Male,9
23,Male,12
29,Male,14
39,Male,10
49,Female,4
52,Female,7
71,Male,1
27,Female,18
54,Male,0
55,Male,6
46,Male,20
42,Female,9
61,Female,6
50,Male,8
46,Female,3
34,Female,12
41,Male,8
36,Female,12
57,Male,2
58,Male,5
35,Female,16
60,Male,4
24,Male,17
39,Female,19
21,Female,10
38,Female,12
91,Female,2
19,Male,9
35,Male,6
50,Male,11
28,Female,19
39,Male,9
31,Male,18
50,Female,6
24,Female,17
75,Male,3
57,Male,2
19,Male,17
36,Female,7
53,Male,9
73,Male,6
38,Female,14
49,Male,14
29,Female,23
68,Female,5
23,Female,8
29,Female,25
50,Female,4
23,Male,16
42,Male,8
47,Female,9
19,Female,19
67,Male,7
62,Female,2
42,Female,13
41,Male,15
48,Male,13
33,Male,17
26,Female,24
46,Female,10
46,Female,4
48,Male,8
86,Female,0
87,Male,1
33,Male,20
35,Female,15
50,Female,9
56,Male,11
38,Male,18
34,Female,18
31,Female,18
24,Female,22
37,Male,10
69,Male,3
45,Male,12
28,Female,16
87,Male,0
55,Male,4
31,Male,25
31,Male,23
54,Male,1
24,Female,18
48,Female,9
49,Female,0
76,Male,3
40,Female,8
36,Female,14
34,Male,14
66,Male,5
70,Female,0
28,Male,22
34,Female,14
31,Female,28
44,Female,11
35,Male,12
37,Female,17
20,Male,15
42,Female,17
29,Male,22
39,Female,15
53,Female,0
25,Female,12
35,Male,8
25,Male,24
83,Female,6
47,Female,6
52,Male,3
34,Male,27
40,Female,5
37,Female,10
76,Male,1
75,Male,6
29,Male,14
30,Female,24
35,Female,13
48,Male,8
90,Female,0
95,Male,0
23,Female,19
50,Male,4
57,Female,9
33,Female,25
29,Male,19
31,Male,26
45,Female,6
76,Male,5
43,Female,13
35,Male,12
50,Male,2
25,Male,12
70,Male,4
47,Male,12
52,Male,8
26,Female,17
53,Female,6
63,Female,2
41,Male,10
43,Male,16
61,Male,1
26,Male,13
22,Male,6
36,Male,10
61,Female,3
59,Male,4
29,Male,21
24,Male,15
41,Female,13
40,Male,8
43,Male,6
23,Female,18
75,Female,2
37,Female,15
76,Female,1
29,Male,18
92,Male,3
32,Male,15
41,Female,10
67,Male,5
29,Male,17
30,Male,19
30,Female,20
28,Male,16
20,Male,18
83,Male,0
28,Female,19
19,Female,10
31,Male,17
59,Male,3
22,Female,21
64,Male,5
55,Female,0
52,Male,7
23,Female,11
37,Male,9
48,Male,3
44,Female,6
53,Male,4
41,Male,8
56,Male,8
40,Male,11
24,Male,15
30,Female,16
37,Female,16
48,Male,4
47,Female,6
20,Female,17
60,Female,0
18,Female,14
58,Female,5
25,Female,12
29,Female,18
36,Female,20
49,Male,4
42,Female,12
30,Female,20
37,Female,16
29,Male,26
45,Male,0
20,Male,14
48,Male,11
31,Female,21
39,Male,1
24,Male,15
32,Male,29
28,Male,20
28,Male,17
43,Male,15
53,Male,4
45,Male,8
88,Female,0
52,Male,5
65,Female,4
25,Female,14
53,Female,7
42,Male,17
33,Female,23
67,Female,1
22,Female,18
46,Male,14
27,Female,27
49,Female,3
43,Male,8
48,Male,7
28,Male,9
73,Female,3
65,Male,5
35,Male,14
42,Male,8
52,Female,3
62,Male,13
25,Female,14
27,Male,20
35,Female,14
24,Male,15
38,Female,15
60,Female,6
24,Male,15
53,Female,12
32,Female,21
40,Male,5
54,Female,5
61,Female,2
27,Female,22
30,Male,26
33,Female,10
30,Female,26
25,Female,17
40,Male,11
42,Male,16
41,Female,4
37,Female,15
32,Male,20
21,Male,19
75,Female,1
32,Female,14
33,Male,22
57,Female,4
40,Male,15
38,Male,14
71,Male,0
27,Male,16
53,Female,2
33,Male,20
62,Male,3
72,Male,7
29,Female,22
48,Female,8
30,Female,20
54,Female,2
23,Female,25
24,Male,11
23,Male,6
50,Female,1
58,Female,4
37,Female,4
35,Male,9
52,Female,15
50,Female,2
27,Female,22
49,Male,3
39,Female,13
81,Male,0
76,Female,1
45,Male,11
46,Female,3
36,Male,11
28,Male,16
87,Female,0
56,Male,7
27,Male,28
31,Female,20
44,Male,15
33,Female,24
58,Female,2
34,Female,25
36,Male,4
25,Female,18
48,Male,13
25,Female,6
30,Female,27
64,Female,1
67,Female,4
25,Female,5
75,Male,0
75,Female,1
40,Female,14
26,Female,19
60,Female,9
41,Male,8
42,Female,14
85,Male,0
24,Female,29
47,Male,13
38,Female,10
32,Male,25
67,Male,1
25,Female,12
18,Male,21
46,Female,6
24,Female,12
48,Male,0
29,Female,23
18,Female,11
44,Female,12
19,Male,18
30,Male,14
32,Male,21
51,Female,19
50,Female,8
36,Male,12
30,Female,20
39,Male,10
35,Female,17
30,Female,17
42,Female,16
49,Female,9
47,Male,11
27,Female,15
41,Female,11
35,Male,17
30,Female,28
21,Female,16
37,Female,19
31,Male,18
68,Male,0
58,Female,9
55,Female,6
56,Female,6
75,Female,0
45,Male,9
31,Female,23
49,Male,1
44,Female,8
65,Male,6
62,Female,1
25,Female,28
73,Female,2
33,Female,19
58,Female,1
44,Male,8
34,Male,27
30,Female,17
24,Female,19
25,Female,12
49,Male,3
37,Female,10
33,Male,17
26,Male,17
60,Female,0
25,Male,12
27,Female,19
51,Female,9
67,Male,3
25,Male,9
29,Female,21
24,Female,17
39,Male,17
76,Female,2
33,Male,24
25,Male,14
37,Male,10
54,Male,4
51,Female,6
36,Female,18
19,Female,14
22,Male,24
77,Female,0
29,Female,25
87,Female,1
68,Female,7
22,Male,14
27,Female,7
40,Female,5
42,Male,12
18,Male,17
39,Female,6
36,Male,14
21,Male,17
27,Male,18
64,Female,1
31,Male,24
27,Female,25
40,Female,6
38,Female,19
29,Male,20
24,Male,13
42,Female,10
34,Female,14
29,Male,21
25,Male,8
27,Male,19
23,Male,11
62,Male,1
48,Male,8
58,Female,8
48,Female,10
72,Female,1
53,Male,7
34,Male,13
20,Male,15
28,Female,18
64,Female,3
45,Male,11
59,Female,4
27,Male,22
33,Male,20
50,Female,7
61,Female,7
77,Male,1
34,Male,15
73,Male,2
42,Male,12
27,Female,20
61,Male,3
36,Male,17
41,Male,3
28,Female,15
56,Male,2
51,Female,7
60,Female,2
46,Female,6
25,Male,17
27,Female,22
24,Female,15
44,Male,13
32,Male,20
30,Female,14
53,Male,5
45,Male,8
33,Female,22
25,Female,16
51,Male,0
45,Female,6
45,Male,9
40,Male,8
77,Male,1
30,Male,21
47,Male,8
45,Female,9
58,Female,6
33,Male,23
34,Male,13
71,Male,2
42,Male,15
19,Male,13
35,Male,20
26,Male,31
42,Male,9
33,Female,17
41,Male,14
62,Male,6
53,Male,2
24,Female,18
66,Male,0
18,Male,14
60,Female,6
22,Female,21
37,Male,10
55,Male,6
25,Female,16
28,Female,24
60,Male,5
68,Male,0
77,Female,7
85,Male,1
44,Female,2
76,Female,1
65,Female,1
50,Female,6
36,Female,19
42,Female,17
53,Male,4
42,Male,11
43,Female,15
82,Female,0
23,Male,26
36,Female,15
64,Male,7
64,Female,3
34,Female,14
32,Male,21
76,Female,2
35,Female,8
79,Female,0
35,Male,13
41,Female,14
41,Male,17
68,Male,2
30,Male,21
18,Female,20
31,Female,16
66,Male,0
56,Male,2
33,Male,27
26,Male,13
34,Male,15
20,Male,19
74,Male,5
43,Female,9
25,Male,22
42,Female,12
56,Female,3
49,Female,4
52,Male,9
35,Male,11
50,Male,11
80,Male,0
31,Female,20
39,Male,12
29,Female,21
29,Male,22
47,Male,6
51,Male,14
29,Male,26
18,Female,23
28,Male,23
34,Male,13
49,Male,7
53,Female,1
25,Male,20
39,Male,10
21,Male,17
24,Male,18
32,Male,21
78,Female,1
23,Male,17
42,Male,1
34,Female,14
66,Male,3
20,Female,18
40,Male,9
65,Male,9
76,Female,0
18,Male,25
31,Female,24
27,Female,22
25,Female,23
32,Male,18
35,Female,11
20,Male,10
90,Male,1
38,Male,10
36,Female,17
40,Female,13
27,Female,23
38,Female,0
34,Male,13
31,Male,27
28,Male,17
25,Male,16
35,Female,6
52,Male,9
42,Female,17
23,Male,16
42,Male,15
45,Male,9
32,Male,20
40,Male,10
25,Female,21
34,Female,18
56,Male,8
77,Female,1
30,Male,21
37,Female,13
56,Female,15
26,Male,18
67,Male,8
18,Male,19
42,Male,10
27,Male,21
41,Male,13
67,Male,2
85,Female,0
72,Female,0
18,Male,10
18,Female,12
50,Female,3
59,Male,1
84,Female,0
45,Female,14
64,Female,0
49,Male,12
23,Male,14
30,Male,24
22,Male,14
46,Male,9
54,Male,0
31,Male,22
74,Male,2
28,Female,10
21,Female,20
31,Female,23
25,Male,26
47,Female,10
42,Female,14
34,Female,14
58,Male,1
41,Male,15
41,Male,10
32,Male,18
30,Male,22
32,Male,20
62,Male,1
86,Female,0
42,Male,12
29,Male,23
25,Male,30
42,Female,6
39,Female,16
39,Male,11
93,Female,2
30,Female,24
38,Female,17
39,Female,4
46,Female,0
56,Female,4
41,Male,13
71,Male,0
64,Male,1
41,Female,2
52,Male,11
26,Female,20
39,Male,7
66,Male,5
28,Male,29
48,Male,12
59,Male,1
31,Male,24
20,Female,23
41,Male,7
34,Male,10
25,Male,20
32,Female,17
35,Female,8
39,Male,18
38,Female,5
36,Male,17
54,Male,3
32,Male,22
67,Male,2
51,Female,9
41,Male,11
37,Male,9
48,Female,4
54,Male,0
42,Male,12
76,Female,0
22,Female,27
31,Female,25
27,Male,17
37,Male,7
67,Male,1
29,Male,18
21,Male,10
82,Female,1
77,Female,3
35,Male,15
46,Male,9
82,Male,1
80,Male,5
60,Female,1
70,Male,1
69,Male,1
28,Female,25
38,Female,15
25,Female,21
42,Male,12
19,Male,15
45,Female,8
53,Male,3
57,Female,7
40,Male,14
38,Male,14
28,Male,25
24,Female,22
52,Male,3
25,Female,14
22,Male,12
44,Male,10
52,Male,7
64,Female,0
28,Male,9
48,Female,8
40,Male,21
28,Male,26
54,Male,3
19,Male,16
76,Male,1
29,Female,25
39,Male,2
29,Female,23
36,Female,15
47,Female,2
59,Male,9
20,Female,25
47,Male,10
50,Female,11
22,Female,13
40,Female,8
29,Male,19
70,Male,0
40,Female,14
23,Female,10
27,Male,13
36,Male,12
30,Female,26
45,Female,11
41,Female,7
29,Male,14
31,Male,16
71,Male,0
45,Male,13
35,Male,17
31,Female,19
56,Female,4
67,Female,1
37,Female,14
42,Female,18
46,Male,3
37,Female,17
34,Female,15
46,Female,8
56,Female,7
21,Female,12
51,Female,11
29,Female,22
64,Male,1
53,Male,1
41,Male,11
25,Female,19
54,Female,7
47,Female,14
49,Male,11
21,Male,19
22,Female,21
70,Male,2
46,Male,4
58,Female,5
30,Female,24
53,Male,0
25,Male,12
35,Male,11
18,Female,23
43,Female,15
33,Male,22
37,Male,15
36,Female,23
24,Male,18
86,Female,1
36,Male,8
70,Female,6
54,Male,8
83,Male,0
47,Female,7
40,Male,15
88,Male,1
36,Female,12
52,Male,1
52,Male,0
38,Female,16
20,Male,23
46,Female,2
44,Female,11
42,Male,8
31,Male,19
49,Male,9
25,Female,19
29,Female,16
47,Male,8
46,Female,9
75,Male,6
44,Male,3
35,Female,10
27,Male,17
56,Female,4
43,Male,3
59,Male,6
51,Male,3
60,Female,2
47,Male,13
19,Female,14
26,Male,27
23,Female,14
30,Male,18
54,Male,4
28,Female,18
28,Male,14
60,Male,10
27,Male,22
51,Female,9
57,Male,5
25,Male,19
36,Female,12
38,Male,13
30,Female,27
58,Female,4
38,Male,15
23,Male,8
42,Male,5
42,Female,14
42,Male,12
36,Male,17
31,Male,17
37,Male,9
48,Female,8
32,Male,25
70,Male,2
46,Male,0
49,Male,5
42,Male,10
75,Female,1
69,Male,0
54,Female,8
36,Female,18
18,Male,14
18,Female,24
31,Male,15
38,Male,11
30,Female,21
56,Male,1
28,Female,19
58,Male,2
59,Female,4
70,Male,0
40,Female,17
39,Female,12
70,Male,3
42,Female,12
62,Female,9
34,Female,13
62,Female,7
30,Male,16
20,Female,13
31,Female,31
77,Female,1
18,Female,14
56,Female,6
41,Female,12
67,Male,5
25,Male,14
91,Male,1
33,Female,19
36,Female,11
63,Female,10
41,Male,15
57,Male,11
76,Female,0
86,Female,1
39,Male,12
45,Male,9
72,Male,4
45,Female,8
25,Female,9
57,Male,4
70,Female,0
42,Male,9
34,Female,12
75,Female,1
25,Male,20
22,Female,16
42,Male,15
28,Male,18
70,Female,7
31,Female,19
25,Male,16
35,Female,19
53,Female,2
28,Female,24
34,Female,18
23,Male,12
39,Female,19
31,Male,22
49,Female,5
55,Male,4
26,Male,13
32,Male,18
26,Male,20
48,Male,10
41,Female,13
24,Female,12
22,Male,19
40,Female,21
18,Female,15
31,Female,23
24,Female,9
76,Male,0
65,Male,1
33,Female,18
34,Female,14
47,Female,8
36,Female,11
33,Male,23
53,Male,7
37,Female,17
21,Male,19
51,Male,2
55,Male,10
50,Male,3
52,Male,5
41,Male,10
75,Female,3
28,Male,13
46,Male,15
48,Female,11
39,Female,12
36,Male,14
49,Female,12
30,Male,14
63,Male,3
25,Male,19
32,Female,21
37,Female,12
61,Female,5
73,Female,0
32,Female,19
64,Female,2
40,Male,12
55,Male,0
38,Male,6
40,Male,13
55,Male,14
46,Male,6
41,Male,11
52,Female,10
27,Female,21
42,Female,2
59,Female,6
42,Male,15
59,Female,3
86,Male,1
68,Male,1
51,Male,7
29,Female,14
58,Male,9
30,Female,17
85,Female,0
29,Female,25
50,Female,2
56,Male,6
58,Female,7
41,Female,8
47,Male,11
45,Female,14
46,Male,11
25,Female,12
57,Female,2
20,Female,20
68,Male,0
29,Female,21
62,Male,2
88,Male,1
28,Female,18
46,Female,3
54,Male,8
26,Female,28
30,Female,19
31,Male,31
67,Male,0
53,Female,5
52,Female,7
30,Female,27
36,Male,12
18,Female,20
84,Female,1
47,Female,16
22,Male,8
34,Male,14
26,Male,27
36,Male,19
86,Male,1
43,Female,10
32,Male,17
58,Male,5
35,Male,13
58,Male,1
33,Male,25
49,Female,9
55,Female,1
69,Female,0
26,Male,21
34,Female,14
19,Female,14
69,Male,5
52,Male,4
69,Male,1
43,Female,6
21,Female,15
54,Male,2
52,Male,6
39,Female,8
20,Male,10
49,Female,8
50,Male,7
22,Male,20
22,Male,21
42,Male,16
63,Male,5
47,Female,17
33,Male,19
50,Male,8
53,Male,3
29,Female,16
63,Male,1
27,Male,21
58,Male,5
44,Male,15
86,Female,0
29,Male,23
30,Female,28
27,Male,6
54,Female,3
46,Female,6
29,Male,22
21,Female,11
70,Male,5
42,Male,8
49,Male,2
55,Female,10
31,Female,21
44,Male,8
34,Male,13
42,Female,10
27,Female,24
49,Male,12
49,Male,5
36,Female,17
43,Female,8
34,Female,21
40,Female,9
80,Female,0
26,Male,23
21,Male,14
30,Male,22
66,Male,4
47,Female,17
67,Male,1
47,Male,2
68,Male,2
53,Female,5
29,Female,12
44,Male,13
26,Male,14
26,Male,17
32,Male,23
63,Female,0
31,Male,30
45,Female,9
39,Female,14
33,Male,23
32,Female,11
34,Female,15
41,Female,17
20,Male,9
37,Male,17
60,Female,3
28,Female,28
52,Female,10
42,Male,6
36,Female,17
30,Female,13
30,Male,22
24,Female,16
22,Male,19
43,Male,8
25,Female,8
33,Male,16
49,Male,4
47,Male,4
35,Male,16
28,Male,27
57,Female,0
66,Male,0
41,Male,12
50,Female,6
54,Female,6
25,Female,14
34,Female,21
30,Male,25
84,Female,1
48,Male,7
30,Male,29
27,Male,23
27,Female,23
89,Female,1
19,Female,19
40,Female,13
26,Male,16
42,Female,6
40,Male,18
75,Female,0
29,Male,21
25,Female,18
67,Female,1
34,Female,15
25,Female,18
74,Male,3
49,Male,9
41,Male,13
67,Male,4
51,Female,4
42,Male,3
30,Female,10
46,Male,6
34,Female,13
31,Female,26
28,Female,29
26,Male,30
21,Male,18
37,Female,17
32,Male,17
53,Female,8
26,Male,17
54,Male,6
27,Female,22
28,Female,21
61,Female,6
70,Male,5
59,Male,5
64,Male,2
22,Male,11
43,Male,9
61,Male,11
43,Male,0
75,Male,3
38,Male,6
27,Female,34
38,Male,15
73,Male,4
78,Female,1
25,Female,19
91,Female,1
55,Female,5
69,Male,2
34,Female,14
47,Female,10
27,Female,18
48,Female,13
39,Female,11
68,Male,5
33,Female,22
22,Male,15
39,Male,15
63,Male,7
39,Female,14
20,Female,18
41,Female,13
30,Female,23
64,Female,4
64,Female,7
40,Female,13
49,Female,7
60,Male,6
56,Male,10
30,Female,20
